RM_ID,Product,Sale_Date,Amount
RM0177,Recurring Deposit,2022-12-13,43950.0
RM0097,Mutual Funds,2025-11-11,68243.0
RM0055,Health Insurance,2024-09-27,62776.0
RM0108,Saving Account,2025-09-08,55955.0
RM0133,Gold Investment,2023-12-22,139394.0
RM0099,Fixed Deposit,2024-10-17,22972.0
RM0003,Saving Account,2022-06-08,44033.0
RM0201,ULIP,28/03/2020,117705.0
,Mutual Funds,2019-02-01,14054.0
RM0026,Credit Card,2022-05-28,12875.0
RM0005,Gold Investment,2024-10-23,23283.0
RM0017,Fixed Deposit,28/03/2024,60122.0
RM0084,ULIP,2023-08-22,
RM0105,Gold Investment,24/07/2021,25047.0
RM0135,Life Insurance,2020-04-21,20550.0
RM0229,Health Insurance,22/08/2020,40698.0
RM0220,ULIP,2019-08-11,57543.0
RM0170,Fixed Deposit,2020-10-31,24288.0
RM0105,Fixed Deposit,2023-10-25,27883.0
RM0244,Fixed Deposit,2021-05-31,57538.0
RM0005,ULIP,10/02/2024,155696.0
RM0081,Life Insurance,2019-11-22,66156.0
RM0038,Health Insurance,11-04-2023,86370.0
RM0147,Current Account,09-22-2021,32849.0
RM0181,Current Account,09-09-2025,25890.0
RM0208,Term Insurance,02-20-2023,40281.0
RM0233,Current Account,2023-03-31,92287.0
RM0222,Credit Card,2020-08-19,40467.0
RM0121,Term Insurance,2019-10-25,103776.0
RM0128,Term Insurance,09-28-2022,234467.0
RM0174,Recurring Deposit,05-15-2026,13737.0
RM0028,Saving Account,,12323.0
RM0098,ULIP,2020-01-06,18101.0
RM0006,Recurring Deposit,,34255.0
RM0156,ULIP,2019-07-04,17023.0
RM0240,Credit Card,2025-12-06,112267.0
RM0078,Saving Account,2023-01-18,11170.0
RM0153,Term Insurance,12/05/2021,28974.0
,Life Insurance,2025-08-11,20209.0
RM0176,Current Account,2023-06-21,144074.0
RM0246,Term Insurance,2020-12-22,65354.0
RM0243,ULIP,07-30-2026,131538.0
RM0225,Credit Card,2022-07-30,189367.0
RM0044,Current Account,2023-04-06,44368.0
RM0048,ULIP,25/01/2025,23349.0
RM0005,Life Insurance,2020-04-03,20766.0
RM0056,ULIP,20/01/2025,22610.0
RM0184,Recurring Deposit,2025-11-18,71651.0
RM0155,Mutual Funds,2019-11-19,12064.0
RM0068,Mutual Funds,18/12/2020,12636.0
RM0214,Gold Investment,2023-08-16,56842.0
RM0045,Health Insurance,2019-11-26,61369.0
RM0153,Fixed Deposit,2025-04-12,64720.0
RM0134,health insurance,2020-09-20,33251.0
RM0237,ULIP,2026-02-11,91980.0
RM0001,Fixed Deposit,20/06/2024,48138.0
RM0223,Fixed Deposit,2023-04-17,15572.0
RM0172,Health Insurance,2024-02-01,89751.0
RM0001,Life Insurance,2020-05-18,162952.0
RM0014,ULIP,2023-09-29,13095.0
RM0159,Saving Account,2019-03-12,34825.0
RM0124,ULIP,2026-07-14,43424.0
RM0106,TERM INSURANCE,2020-12-28,17918.0
RM0028,Life Insurance,2025-02-26,111137.0
,Saving Account,2021-04-30,26714.0
,Credit Card,02/10/2022,86394.0
RM0118,ULIP,09-26-2020,65584.0
RM0100,Saving Account,,55570.0
RM0055,Gold Investment,2019-06-06,20668.0
RM0235,Saving Account,02-10-2024,22468.0
RM0184,Fixed Deposit,2023-04-13,12425.0
,Current Account,2026-06-12,23768.0
RM0172,Life Insurance,2025-01-10,31189.0
RM0132,Fixed Deposit,2019-03-23,99531.0
RM0102,Life Insurance,11-28-2020,32816.0
,Term Insurance,2026-01-09,80247.0
RM0067,ULIP,02-24-2025,38941.0
RM0245,Gold Investment,23/09/2022,
RM0238,Health Insurance,2021-09-23,86825.0
RM0019,saving account,03-21-2022,197054.0
RM0232,Recurring Deposit,2021-08-22,23711.0
RM0212,Term Insurance,2024-05-12,109149.0
RM0160,Health Insurance,2020-10-20,58619.0
RM0108,current account,2024-06-04,0.0
RM0006,Recurring Deposit,2020-05-17,94993.0
RM0171,Gold Investment,10-29-2021,62718.0
RM0131,Life Insurance,2022-08-17,37577.0
RM0015,RECURRING DEPOSIT,01/06/2019,22943.0
RM0089,Loan Against Property,2022-02-20,13630.0
RM0127,Loan Against Property,2026-02-12,48341.0
RM0037,Health Insurance,01/07/2020,241916.0
RM0034,ulip,2020-12-05,76978.0
RM0047,Saving Account,2020-04-20,29826.0
RM0215,Recurring Deposit,2019-05-12,97782.0
RM0239,Mutual Funds,2023-01-18,83263.0
RM0067,Recurring Deposit,2019-11-25,26538.0
RM0140,Mutual Funds,2022-04-25,10720.0
RM0234,Term Insurance,2019-07-28,16287.0
RM0005,Loan Against Property,2026-04-18,114903.0
RM0108,Saving Account,2024-04-01,100566.0
RM0196,Loan Against Property,2025-05-12,27492.0
RM0166,ULIP,2022-10-09,26787.0
RM0060,ULIP,03/05/2022,88719.0
,Gold Investment,16/09/2019,148819.0
,Life Insurance,2020-01-06,85510.0
RM0226,Health Insurance,2022-11-16,56516.0
RM0055,Recurring Deposit,16/06/2019,23897.0
, Term Insurance ,2025-10-02,0.0
RM0040,Mutual Funds,2026-06-01,47300.0
, Mutual Funds ,2024-06-06,23296.0
RM0079,Credit Card,06-07-2021,92515.0
RM0014,Loan Against Property,2026-01-09,34466.0
RM0223,Fixed Deposit,2026-06-10,99697.0
RM0221,Loan Against Property,2025-07-05,34031.0
RM0053,Term Insurance,2026-06-15,96906.0
RM0162,Term Insurance,2019-05-29,30272.0
RM0223,Saving Account,2025-05-19,39002.0
RM0062,Saving Account,2025-08-29,57789.0
RM0157,Term Insurance,09/03/2024,13644.0
RM0007,Loan Against Property,09-21-2022,158025.0
RM0054,Health Insurance,2019-04-09,52619.0
RM0107,Credit Card,21/01/2026,45445.0
RM0168,ULIP,04-02-2020,101440.0
RM0217,Saving Account,2019-01-23,110407.0
RM0084,Current Account,14/12/2022,46934.0
RM0103,Health Insurance,2022-05-05,141044.0
RM0162,Gold Investment,2026-03-09,13346.0
RM0220,HEALTH INSURANCE,2022-12-21,16008.0
RM0204,ULIP,2019-07-27,55414.0
RM0059,ULIP,2023-02-06,31852.0
RM0208,RECURRING DEPOSIT,2026-03-17,41202.0
RM0047,Loan Against Property,2020-12-02,29880.0
RM0032,Term Insurance,2026-05-16,35936.0
RM0229,Term Insurance,2025-08-08,96480.0
RM0011,Credit Card,2025-01-30,55005.0
RM0177,life insurance,2022-06-14,306557.0
RM0129,Recurring Deposit,01/04/2024,87294.0
RM0203,Loan Against Property,2019-06-27,25987.0
RM0105,Current Account,04-19-2021,25349.0
RM0081,Loan Against Property,05-09-2025,30465.0
,Loan Against Property,02-27-2024,102658.0
RM0180,Saving Account,2026-03-26,11383.0
RM0096,Credit Card,2024-04-07,23080.0
RM0112,Fixed Deposit,2024-07-13,127651.0
RM0190,Loan Against Property,2022-01-24,61068.0
RM0009,Term Insurance,2022-11-11,22863.0
RM0001,Loan Against Property,2020-07-10,22368.0
,Saving Account,2019-06-06,109249.0
,Recurring Deposit,2023-07-01,122101.0
RM0073,Life Insurance,09/02/2021,24794.0
RM0074,Mutual Funds,11-04-2022,37280.0
RM0161,Mutual Funds,2025-03-07,99968.0
RM0046,Saving Account,2026-03-16,83703.0
RM0246,Gold Investment,02/05/2022,94077.0
RM0122,Saving Account,2024-02-27,46531.0
RM0103,Saving Account,,131265.0
RM0225,Gold Investment,2023-06-02,29722.0
RM0079,Recurring Deposit,12-28-2025,18519.0
RM0205,Gold Investment,2021-03-13,71675.0
RM0120,Fixed Deposit,2022-03-31,48756.0
RM0141,Gold Investment,25/05/2020,106408.0
RM0062,Loan Against Property,2022-02-12,14232.0
RM0216,Fixed Deposit,2022-06-04,102796.0
RM0068,Fixed Deposit,2024-01-28,27357.0
RM0173,Loan Against Property,12-15-2024,63189.0
RM0214,Saving Account,2023-09-25,12047.0
RM0125,Saving Account,2021-05-06,57026.0
RM0165,Term Insurance,2024-03-14,73163.0
RM0148,Saving Account,2023-12-25,33002.0
RM0032,Saving Account,07/07/2026,22129.0
RM0075,Recurring Deposit,2026-01-21,48569.0
RM0218,Term Insurance,10-01-2024,99545.0
RM0161,Saving Account,08-19-2020,29544.0
RM0100,Gold Investment,2026-02-13,24548.0
RM0150,Recurring Deposit,2021-02-05,26351.0
RM0027,Gold Investment,2025-08-27,158926.0
RM0101,term insurance,2025-05-30,32257.0
RM0033,Mutual Funds,23/04/2025,10180.0
RM0228,Health Insurance,2024-01-19,86089.0
RM0194,Fixed Deposit,2026-04-19,70077.0
RM0003,Loan Against Property,02-23-2021,16880.0
RM0148,ULIP,2020-08-01,219667.0
RM0085,Loan Against Property,2024-02-11,56832.0
RM0086,ULIP,04-20-2019,44735.0
RM0072,Credit Card,03-27-2021,34081.0
RM0247,Term Insurance,2021-10-10,124469.0
RM0184,Gold Investment,2023-07-09,23983.0
RM0064,Gold Investment,2020-03-31,26827.0
RM0136,Life Insurance,2022-04-21,16528.0
,Loan Against Property,08-31-2019,81172.0
RM0011,ULIP,03-22-2024,55261.0
RM0211,Credit Card,2025-12-30,56960.0
RM0185,Term Insurance,2021-08-15,22325.0
RM0117,Gold Investment,11-24-2023,62658.0
RM0113,Saving Account,09-27-2023,82506.0
RM0051,Term Insurance,05/07/2022,32149.0
RM0057,Mutual Funds,04/02/2020,90809.0
RM0070,Gold Investment,2026-02-04,31446.0
RM0005,Life Insurance,2021-03-29,80969.0
,loan against property,09-14-2019,11715.0
RM0112,Credit Card,30/08/2021,50054.0
,fixed deposit,2023-09-14,184544.0
RM0082,Term Insurance,2025-03-18,208813.0
RM0130,Loan Against Property,10-14-2019,26547.0
RM0021,Mutual Funds,22/04/2021,39115.0
RM0180,Life Insurance,2022-05-12,13252.0
RM0089,Saving Account,2020-10-13,113312.0
RM0013,Term Insurance,2021-07-23,52032.0
RM0080,Mutual Funds,2026-01-24,34314.0
RM0242,LIFE INSURANCE,11/01/2019,15982.0
RM0131,Saving Account,,156654.0
RM0188,Term Insurance,02-24-2023,47774.0
RM0113,Credit Card,2021-07-02,26628.0
RM0155,Saving Account,2025-01-14,31555.0
RM0031,Mutual Funds,18/08/2022,25783.0
,Life Insurance,2021-01-07,56041.0
RM0021,Saving Account,07-23-2020,142936.0
RM0205,Mutual Funds,05/09/2023,107138.0
RM0081,Term Insurance,2022-06-09,40844.0
RM0035,Life Insurance,17/01/2021,97578.0
RM0065,Credit Card,05-04-2025,37504.0
RM0237,Saving Account,13/07/2025,24538.0
RM0215,ULIP,2024-06-07,214963.0
RM0135,Recurring Deposit,2019-10-18,88888888.0
RM0132,Life Insurance,01/06/2019,28112.0
RM0132,Saving Account,2025-07-23,29557.0
RM0128,Life Insurance,07-26-2021,238745.0
,Mutual Funds,2021-06-12,17189.0
RM0164,Recurring Deposit,20/10/2025,81467.0
RM0072,Term Insurance,2024-06-15,147297.0
RM0126,HEALTH INSURANCE,2021-03-27,45850.0
RM0213,Gold Investment,2019-06-01,10126.0
RM0141,gold investment,2022-05-21,33504.0
RM0219,Current Account,01/08/2022,15914.0
RM0204,Fixed Deposit,2024-07-30,36908.0
,ULIP,2021-05-08,88038.0
RM0094,Term Insurance,02/06/2025,38876.0
RM0219,Saving Account,2022-05-30,38275.0
RM0209,Life Insurance,2025-12-03,50685.0
RM0207,Loan Against Property,23/06/2023,53576.0
RM0177,ULIP,2025-08-27,107000.0
RM0143,Loan Against Property,2023-04-14,28434.0
RM0002,Gold Investment,2024-02-08,96206.0
RM0076,Recurring Deposit,2025-06-05,51727.0
RM0142,Life Insurance,01-07-2023,0.0
RM0093,Fixed Deposit,2023-01-27,27871.0
RM0155,GOLD INVESTMENT,2023-11-05,27486.0
RM0174,Term Insurance,11-08-2025,32403.0
RM0112,Term Insurance,09-10-2021,58734.0
RM0126,Loan Against Property,2021-05-29,23120.0
RM0206,Term Insurance,2026-06-06,136495.0
RM0105,Current Account,12-29-2024,52773.0
RM0181,Recurring Deposit,2022-05-26,136296.0
RM0186,Saving Account,2023-09-27,12375.0
RM0133,Recurring Deposit,2024-03-15,30973.0
RM0059,Term Insurance,,11153.0
RM0234,Recurring Deposit,2021-11-09,25890.0
RM0168,Loan Against Property,30/06/2025,109027.0
RM0056,loan against property,2023-11-06,11864.0
RM0234,fixed deposit,,38648.0
RM0073, Term Insurance ,,16253.0
RM0182,Life Insurance,10/12/2022,36964.0
RM0081,Credit Card,2023-06-01,101271.0
RM0188,Loan Against Property,2023-05-22,58784.0
RM0169,Term Insurance,2024-05-15,76733.0
RM0150,Credit Card,2020-02-12,31470.0
RM0228,Current Account,2023-11-28,154476.0
RM0169,Gold Investment,2021-01-11,71766.0
RM0210,Recurring Deposit,2024-11-19,37391.0
RM0182,Gold Investment,15/10/2021,37796.0
RM0202,Fixed Deposit,2019-09-27,135470.0
RM0060,ULIP,2026-03-24,52948.0
RM0165,Term Insurance,04-10-2022,71273.0
RM0213,Loan Against Property,30/04/2022,36981.0
RM0214,Mutual Funds,2021-11-19,22660.0
RM0163,Term Insurance,12-29-2020,74287.0
RM0089,Recurring Deposit,2022-06-23,56802.0
RM0245,Recurring Deposit,2022-01-27,44791.0
RM0180,Recurring Deposit,2026-01-16,58911.0
RM0222, Gold Investment ,2026-03-24,21677.0
,Term Insurance,,88979.0
RM0020,Saving Account,06-22-2026,157982.0
RM0114,Mutual Funds,2023-05-25,120867.0
RM0239,Life Insurance,,29388.0
RM0191,Credit Card,2025-06-17,36044.0
RM0087,Recurring Deposit,2019-05-18,92617.0
RM0177,Life Insurance,2023-10-01,55207.0
RM0130,Credit Card,2021-10-17,49694.0
RM0014,ULIP,2020-06-11,140620.0
RM0122,Fixed Deposit,2024-02-21,48396.0
RM0161,Life Insurance,03-23-2019,46173.0
RM0114,Recurring Deposit,2024-06-20,12146.0
RM0115,Current Account,2024-01-20,13597.0
RM0115,Current Account,2023-01-31,10372.0
RM0194,Current Account,2021-05-31,132232.0
RM0061,Mutual Funds,2019-03-27,36245.0
RM0191,Saving Account,2019-10-19,41608.0
RM0053,MUTUAL FUNDS,2026-03-12,103341.0
RM0052,Life Insurance,,88888888.0
RM0123,Loan Against Property,07/08/2019,56983.0
RM0169,Current Account,,57016.0
,Credit Card,2024-12-11,27586.0
RM0010,Saving Account,22/06/2023,99760.0
RM0155,Mutual Funds,2023-04-03,19065.0
RM0218,Current Account,2022-07-03,12730.0
RM0237,Recurring Deposit,06-06-2026,20635.0
RM0107,ULIP,2024-09-02,25580.0
RM0191,Credit Card,2024-10-11,26585.0
RM0156,Mutual Funds,07-30-2022,65511.0
RM0160,Recurring Deposit,2021-03-23,22283.0
RM0164,Current Account,2019-11-11,88888888.0
RM0204,Loan Against Property,2019-11-18,66452.0
RM0127,Loan Against Property,2021-07-29,14777.0
RM0208,Term Insurance,2019-07-15,17961.0
RM0236,ULIP,12-19-2024,45547.0
RM0068,Current Account,2020-06-23,137485.0
RM0074,Life Insurance,2022-09-24,108151.0
RM0051,Term Insurance,2022-01-14,183292.0
RM0192,Loan Against Property,2023-03-17,62559.0
RM0047,Saving Account,06-26-2026,66322.0
,Mutual Funds,,59044.0
RM0057,Credit Card,12-04-2024,58751.0
RM0017,Mutual Funds,2021-04-14,17956.0
RM0197,ULIP,,49234.0
RM0100,Credit Card,2024-06-25,34393.0
RM0036,Fixed Deposit,09-01-2021,39217.0
RM0095,Loan Against Property,2022-09-07,47074.0
RM0088,Term Insurance,2019-10-20,16871.0
RM0032,Life Insurance,2023-09-23,32274.0
RM0189,ULIP,2023-02-08,13277.0
RM0057, ULIP ,2020-05-06,204778.0
RM0003,Saving Account,2023-08-31,16308.0
RM0011,ULIP,2025-08-24,24955.0
,ULIP,2022-01-05,120954.0
RM0140,Recurring Deposit,2025-08-19,42957.0
RM0062,Fixed Deposit,21/03/2019,17288.0
RM0165,Credit Card,21/10/2019,34244.0
RM0102,Health Insurance,10-25-2023,16157.0
RM0250, Saving Account ,2019-03-25,21170.0
RM0183,Saving Account,2025-11-20,12671.0
RM0092,Credit Card,2022-10-31,38832.0
RM0179,Current Account,2019-11-17,92159.0
RM0237,Gold Investment,06-10-2026,54090.0
RM0210,Fixed Deposit,2026-02-11,56614.0
RM0161,Health Insurance,03-28-2019,0.0
,Health Insurance,09-14-2020,21193.0
RM0127,Health Insurance,20/12/2022,31071.0
RM0250,Health Insurance,2022-05-26,103294.0
RM0096,Mutual Funds,2023-03-11,14597.0
RM0119,Saving Account,2022-09-15,107571.0
RM0131,ulip,2023-07-02,43052.0
RM0242,Saving Account,02/09/2024,100745.0
RM0143,ULIP,2023-08-20,29136.0
RM0056,Recurring Deposit,04-06-2026,30688.0
RM0240,Health Insurance,2019-12-11,79636.0
RM0203,Fixed Deposit,2024-04-29,86854.0
RM0147,Current Account,2021-01-17,23045.0
RM0205,Loan Against Property,2021-07-30,190358.0
RM0205,ULIP,11-30-2020,14413.0
RM0151,Health Insurance,2021-09-25,13548.0
RM0234,Health Insurance,2026-01-13,55255.0
RM0247,Recurring Deposit,2025-04-12,74140.0
RM0062,health insurance,2024-05-15,172063.0
RM0205,LIFE INSURANCE,2020-12-05,35955.0
RM0186,Fixed Deposit,2021-12-01,11280.0
RM0049,CURRENT ACCOUNT,2025-04-02,56177.0
RM0124,ULIP,06/02/2025,27103.0
RM0236,Health Insurance,2020-12-27,38365.0
RM0051,Gold Investment,2022-11-15,43517.0
RM0083,Fixed Deposit,08/11/2025,13334.0
RM0031,Current Account,2021-05-03,43274.0
RM0249,Fixed Deposit,2019-08-19,37784.0
RM0075,SAVING ACCOUNT,2022-03-01,72334.0
RM0039,Credit Card,2025-12-21,61875.0
RM0164,Mutual Funds,2019-10-26,20241.0
RM0084,Gold Investment,2022-08-05,21542.0
RM0207,Fixed Deposit,2020-07-22,24451.0
RM0168, Recurring Deposit ,2022-10-10,19858.0
RM0096,Recurring Deposit,2021-11-12,63532.0
RM0167,Life Insurance,2022-07-20,88888888.0
,ULIP,2024-09-21,269519.0
RM0135,Saving Account,2020-06-04,62793.0
RM0182,ULIP,2020-08-30,56656.0
RM0215,Mutual Funds,2021-06-10,36375.0
,Life Insurance,,28740.0
RM0108,Mutual Funds,02/04/2019,130997.0
RM0020,Credit Card,2023-07-12,183691.0
RM0078,Fixed Deposit,2024-10-09,44336.0
RM0234,Gold Investment,2023-04-13,27138.0
RM0243,Loan Against Property,,83510.0
RM0139,Loan Against Property,23/05/2022,17104.0
RM0247,Loan Against Property,2026-06-30,82533.0
,Life Insurance,2022-07-20,95448.0
RM0226,Mutual Funds,2025-04-23,16671.0
RM0096,Term Insurance,2024-05-18,198312.0
RM0177,Recurring Deposit,2023-11-02,88888888.0
RM0002,Saving Account,2020-12-19,221722.0
,Recurring Deposit,12-15-2024,148008.0
RM0061,Loan Against Property,2019-02-04,44262.0
,Credit Card,2021-04-22,24123.0
RM0037,Saving Account,08-08-2019,53614.0
RM0192,Mutual Funds,,37230.0
RM0165, Recurring Deposit ,2026-02-07,21530.0
RM0034,Mutual Funds,2022-04-15,37554.0
RM0185,Recurring Deposit,2019-12-01,64515.0
,Life Insurance,2020-06-01,13677.0
RM0057,Current Account,2023-05-27,30279.0
RM0015,Gold Investment,2021-05-26,10897.0
RM0139,Loan Against Property,2024-10-20,79213.0
RM0111,Mutual Funds,2025-06-21,61178.0
RM0008,ULIP,2024-03-06,13236.0
RM0056,Mutual Funds,12/01/2025,177246.0
RM0018,Saving Account,10-07-2020,11144.0
RM0136,Life Insurance,09/02/2022,-1000.0
RM0222,Gold Investment,2024-08-05,54575.0
,Saving Account,28/02/2021,84887.0
RM0051,RECURRING DEPOSIT,2023-09-20,87534.0
RM0179,Life Insurance,2024-12-01,11744.0
RM0081,Recurring Deposit,31/12/2021,128444.0
RM0218, Life Insurance ,2021-01-25,135327.0
,Gold Investment,29/09/2025,51207.0
RM0047,Recurring Deposit,14/12/2022,88888888.0
RM0248,Current Account,2019-06-19,42897.0
RM0242,Mutual Funds,2024-01-10,12295.0
RM0079,Recurring Deposit,,51271.0
RM0170,Recurring Deposit,2019-08-11,36329.0
RM0070,Recurring Deposit,23/02/2024,84097.0
RM0053, Credit Card ,2023-08-15,35865.0
RM0066,Term Insurance,,67534.0
RM0112,Health Insurance,,15346.0
,Saving Account,,17133.0
RM0056,Recurring Deposit,2019-01-25,
RM0128,Recurring Deposit,2025-07-04,17524.0
RM0080,Fixed Deposit,03-14-2021,12329.0
RM0147,Health Insurance,2019-11-20,48971.0
RM0042,Saving Account,2025-03-15,88986.0
RM0144,Recurring Deposit,2025-08-14,57133.0
RM0222,Life Insurance,02-26-2019,52777.0
RM0059,Saving Account,06/06/2022,67069.0
RM0136, Health Insurance ,07-18-2026,30748.0
RM0043,Recurring Deposit,2020-01-07,32467.0
RM0134,Loan Against Property,12-15-2025,28863.0
RM0008,Saving Account,2019-08-29,72258.0
RM0050,Mutual Funds,2020-03-10,18815.0
RM0129,ULIP,,10655.0
RM0094,ULIP,2026-01-03,55341.0
RM0197,Loan Against Property,2023-12-04,152695.0
RM0021,Loan Against Property,2023-05-15,57004.0
RM0106,Saving Account,2019-04-22,86374.0
RM0104,Mutual Funds,2026-01-12,65857.0
RM0039,Gold Investment,05/08/2021,44401.0
RM0142,Credit Card,2019-09-22,73362.0
RM0171,Life Insurance,2025-12-01,96893.0
RM0039,Gold Investment,10-21-2024,0.0
RM0135,Gold Investment,2023-01-29,22727.0
RM0211,life insurance,2021-06-14,30483.0
RM0134,Current Account,2023-04-26,22662.0
RM0166,Term Insurance,2022-03-14,40089.0
RM0067,Loan Against Property,,118169.0
RM0167,Saving Account,2019-02-02,31171.0
RM0032,ULIP,04-15-2022,33457.0
RM0122,Term Insurance,03-30-2022,108436.0
RM0113,Current Account,29/01/2022,46218.0
RM0183,SAVING ACCOUNT,2022-03-24,48334.0
RM0181,Loan Against Property,2025-10-01,108592.0
RM0041,Gold Investment,25/08/2021,43718.0
RM0207,Credit Card,01-09-2019,67215.0
RM0027,Mutual Funds,10-26-2023,14476.0
RM0127,current account,2022-02-15,19839.0
RM0099,Mutual Funds,04-17-2024,35907.0
RM0120,Life Insurance,,44143.0
RM0086,ULIP,2022-09-11,178679.0
RM0042,Loan Against Property,2025-07-05,186425.0
RM0122,Saving Account,08/11/2019,105256.0
RM0235,Credit Card,2019-01-11,28960.0
RM0165,Credit Card,2024-08-13,176251.0
RM0184,Term Insurance,06-02-2022,68452.0
RM0206, Recurring Deposit ,,34956.0
RM0143,Saving Account,2019-04-27,70478.0
RM0179,Gold Investment,2026-04-03,10833.0
RM0244,Mutual Funds,2026-06-12,17900.0
RM0178,Fixed Deposit,2019-07-09,98505.0
RM0203,life insurance,15/06/2026,61862.0
RM0067,Saving Account,2021-06-18,32643.0
RM0113,Current Account,2019-03-11,44724.0
RM0235,Gold Investment,2023-05-23,127768.0
RM0138,Loan Against Property,2026-05-31,59926.0
RM0016,Mutual Funds,2025-10-11,35387.0
RM0197,Fixed Deposit,2019-06-04,16410.0
RM0166,Loan Against Property,28/08/2025,27389.0
,Recurring Deposit,,201614.0
RM0243,Mutual Funds,12-23-2020,38756.0
RM0017,Saving Account,2026-03-19,41917.0
RM0090,Fixed Deposit,,44517.0
RM0195,Term Insurance,03/07/2024,117753.0
RM0228,ULIP,23/09/2019,56307.0
RM0091,Saving Account,2020-11-29,69155.0
RM0227,ULIP,2026-01-26,34666.0
RM0023,Gold Investment,08/12/2019,11475.0
RM0010,Mutual Funds,2024-01-03,143662.0
RM0061,Current Account,16/12/2023,158921.0
RM0161,Health Insurance,2020-12-02,158946.0
RM0143,Recurring Deposit,2024-04-03,153841.0
RM0108,Saving Account,2026-02-19,94435.0
RM0191,Credit Card,2026-07-17,67695.0
RM0102,Fixed Deposit,2020-10-10,103058.0
RM0098,ULIP,2022-06-15,55882.0
RM0019,Loan Against Property,2023-08-04,17214.0
RM0046,Fixed Deposit,2022-06-09,34814.0
RM0119,Gold Investment,03-04-2019,187534.0
RM0047,Fixed Deposit,2019-07-27,31626.0
RM0050,Health Insurance,2019-01-01,111182.0
RM0094,ULIP,2022-08-19,14892.0
RM0127,Term Insurance,2020-02-25,30337.0
RM0074,Mutual Funds,2022-01-27,31612.0
RM0199,Term Insurance,2024-05-18,12649.0
RM0151,ULIP,,16340.0
RM0005,Fixed Deposit,03-01-2022,20731.0
RM0166,Term Insurance,2025-12-08,100951.0
RM0110,saving account,2020-10-08,13275.0
,Loan Against Property,2025-03-10,27741.0
,Health Insurance,2022-10-21,
RM0048,Saving Account,2020-10-30,10511.0
RM0037,Life Insurance,2026-02-06,69475.0
RM0152,Credit Card,2021-12-31,58419.0
RM0183,Credit Card,23/08/2022,61779.0
RM0029,ULIP,2021-11-20,33450.0
RM0240,Loan Against Property,22/03/2019,21676.0
RM0050,Gold Investment,2022-11-05,73705.0
RM0223,Saving Account,10-16-2023,93331.0
RM0179,Current Account,2020-04-19,17459.0
RM0106,ULIP,2023-02-04,43357.0
,Health Insurance,2019-04-02,24298.0
RM0122,Health Insurance,04-02-2025,19202.0
RM0115,Recurring Deposit,2021-07-24,76274.0
RM0068,Fixed Deposit,2026-05-08,48620.0
RM0174,Recurring Deposit,2025-08-17,22179.0
RM0186,Health Insurance,2022-11-10,28553.0
RM0206,Life Insurance,05/12/2020,180040.0
RM0052,Current Account,29/02/2020,104417.0
RM0152,Current Account,08-30-2021,115990.0
RM0141,Mutual Funds,2023-03-30,40810.0
RM0114,Credit Card,2022-07-31,58882.0
RM0246,Recurring Deposit,2020-09-09,33641.0
,Saving Account,10-28-2025,14044.0
RM0104,Loan Against Property,2021-09-16,35630.0
RM0007,Health Insurance,07-15-2020,55067.0
,Loan Against Property,2021-05-16,26923.0
RM0235,Fixed Deposit,07-06-2020,104177.0
RM0067,Recurring Deposit,29/04/2019,18190.0
RM0004,Loan Against Property,2023-03-22,0.0
RM0250,Loan Against Property,,32874.0
RM0121,Health Insurance,08-19-2023,16671.0
RM0040,Health Insurance,2020-12-19,35945.0
RM0064,Mutual Funds,15/01/2022,12023.0
RM0231,Credit Card,2023-04-09,25910.0
,Life Insurance,2020-04-21,35602.0
RM0118,Life Insurance,04-27-2025,42520.0
,ULIP,03-06-2025,49229.0
RM0139,Mutual Funds,2026-06-15,26078.0
RM0175,Fixed Deposit,2021-08-15,47016.0
RM0193,Fixed Deposit,14/03/2019,45566.0
RM0226,Gold Investment,2022-01-18,29002.0
RM0089,Term Insurance,2024-08-04,98656.0
RM0031,Term Insurance,12-24-2020,49443.0
RM0023,Health Insurance,03-20-2025,30193.0
RM0016,Credit Card,13/06/2024,157193.0
RM0089,Fixed Deposit,2020-05-08,103252.0
RM0059,Gold Investment,03/06/2021,212529.0
RM0086,Current Account,09-24-2019,68920.0
RM0018,Mutual Funds,2022-08-10,33758.0
RM0211,Fixed Deposit,08/02/2020,26485.0
RM0214,Gold Investment,01-06-2026,64430.0
RM0149,Current Account,2023-10-10,207685.0
RM0235,Credit Card,2025-07-27,59270.0
RM0085,ULIP,2020-07-11,116690.0
RM0214,Credit Card,2023-11-22,29957.0
RM0239,Saving Account,2022-10-18,36124.0
RM0022,Loan Against Property,2021-04-03,128369.0
,MUTUAL FUNDS,2026-03-12,80707.0
RM0099,Credit Card,2023-09-01,209257.0
RM0241,Recurring Deposit,13/02/2022,84530.0
,Credit Card,2020-03-12,39757.0
RM0127,Gold Investment,2026-05-11,47864.0
RM0245,Loan Against Property,2025-05-04,125387.0
RM0222,Life Insurance,2021-12-31,50108.0
RM0145,Saving Account,2021-08-29,24745.0
RM0060,Saving Account,2019-10-07,38601.0
RM0072,HEALTH INSURANCE,2024-01-24,46316.0
RM0119,Mutual Funds,2021-06-13,15086.0
RM0152,ULIP,04-12-2022,78082.0
RM0104,Loan Against Property,2020-04-12,15790.0
RM0165,Health Insurance,11-30-2021,35952.0
,ULIP,03/08/2021,91641.0
