Customer_ID,RM_ID,Age,Gender,City,Income,Segment
CUST000503,RM0130,46,M,,67587,Silver
CUST000504,RM0032,53,M,Hyderabad,23448,Premium
CUST000505,RM0209,24,F,Chennai,86862,Bronze
CUST000506,RM0093,42,M,Bangalore,55894,Bronze
CUST000507,RM0115,38,F,Lucknow,24430,Bronze
CUST000508,RM0109,43,M,Bangalore,82996,Bronze
CUST000509,RM0118,29,F,,37586,Platinum
CUST000510,RM0144,61,F,Mumbai,41516,Platinum
CUST000511,RM0031,52,M,Lucknow,30240,Silver
CUST000512,RM0240,59,M,Pune,29564,Gold
CUST000513,,46,F,Lucknow,92275,Silver
CUST000514,RM0036,31,F,Lucknow,35397,Bronze
CUST000515,RM0105,51,F,Delhi,44058,Silver
CUST000516,RM0182,61,M,Jaipur,9999999,Premium
CUST000517,RM0122,37,M,Chennai,67727,
CUST000518,RM0181,38,F,Ahmedabad,94501,Premium
CUST000519,RM0006,48,F,Delhi,22142,Premium
CUST000520,RM0074,74,M,Pune,192870,Premium
CUST000521,RM0183,32,F,Delhi,215527,Silver
CUST000522,,55,F,Hyderabad,66050,Gold
CUST000523,,64,M,Lucknow,103504,bronze
CUST000524,RM0064,49,M,Jaipur,73425,Gold
CUST000525,RM0248,36,F,Jaipur,151612,Gold
CUST000526,RM0001,29,M,Ahmedabad,32719,Platinum
CUST000527,RM0065,26,F,,48937,Silver
CUST000528,RM0145,18,F,Chennai,67458,Premium
CUST000529,RM0246,38,F,Pune,128985,Silver
CUST000530,RM0118,37,,Mumbai,71896,Gold
CUST000531,RM0106,54,M,Ahmedabad,118797,Bronze
CUST000532,RM0091,33,M,Pune,113707,Platinum
CUST000533,RM0114,39,F,Chennai,-1000,Silver
CUST000534,RM0127,46,M,,90333,
CUST000535,RM0164,60,M,Lucknow,85187,Platinum
CUST000536,RM0155,39,M,Hyderabad,94905,Gold
CUST000537,RM0174,26,M,Pune,9999999,bronze
CUST000538,RM0105,49,M,Chennai,59375,Bronze
CUST000539,,47,M,Mumbai,105128,silver
CUST000540,RM0058,32,F,Delhi,32008,Premium
CUST000541,,60,F,Ahmedabad,85988,
CUST000542,RM0088,42,F,Ahmedabad,59070,Platinum
CUST000543,RM0022,45,M,Mumbai,37658,Bronze
CUST000544,RM0114,80,M,Kolkata,61622,Bronze
CUST000545,RM0159,53,F,Kolkata,70570,Platinum
CUST000546,RM0159,47,M,Mumbai,91590,Premium
CUST000547,RM0018,39,F,Lucknow,20468,Platinum
CUST000548,RM0063,23,F,Jaipur,34163,
CUST000549,RM0038,38,,Bangalore,100489,Silver
CUST000550,,29,M,Chennai,31410,Premium
CUST000551,RM0088,67,F,Kolkata,67853,Bronze
CUST000552,RM0027,47,M,Ahmedabad,30414,Premium
CUST000553,RM0062,59,F,Mumbai,60397,Silver
CUST000554,RM0019,32,F,,20262,Gold
CUST000555,,30,M,Mumbai,178591,Silver
CUST000556,RM0068,51,M,Chennai,42938,
CUST000557,RM0062,28,F,Delhi,38235,Gold
CUST000558,RM0226,35,F,Chennai,124636,Gold
CUST000559,RM0196,67,M,Hyderabad,128663,Platinum
CUST000560,RM0218,36,F,Lucknow,64952,Bronze
CUST000561,,20,M,Pune,79473,Platinum
CUST000562,RM0124,18,M,Chennai,20161,Silver
CUST000563,RM0061,19,F,Delhi,99041,Bronze
CUST000564,RM0022,60,F,Ahmedabad,24880,Gold
CUST000565,RM0095,33,F,Pune,71406,bronze
CUST000566,RM0076,80,M,Pune,23352,Premium
CUST000567,,65,F,Lucknow,61124,Silver
CUST000568,RM0219,72,F,Kolkata,66252,silver
CUST000569,RM0211,57,M,Chennai,35723,Bronze
CUST000570,RM0192,50,F,Delhi,107162,Platinum
CUST000571,RM0049,29,M,Lucknow,23016,Bronze
CUST000572,RM0079,41,F,Kolkata,40341,
CUST000573,RM0104,52,M,Bangalore,97703,Silver
CUST000574,RM0085,56,F,Kolkata,56414,Platinum
CUST000575,,24,F,Delhi,39889,Silver
CUST000576,RM0046,39,F,Chennai,48459,bronze
CUST000577,RM0135,40,F,Delhi,65593,platinum
CUST000578,RM0108,40,F,Ahmedabad,86526,Gold
CUST000579,RM0148,26,M,,70554,Platinum
CUST000580,RM0017,69,F,Lucknow,97007,Gold
CUST000581,,38,F,Bangalore,111567,Bronze
CUST000582,RM0046,27,M,Mumbai,44211,Bronze
CUST000583,RM0223,70,M,Kolkata,30196,Platinum
CUST000584,RM0142,65,F,Hyderabad,42489,Premium
CUST000585,RM0012,44,M,Mumbai,37742,Bronze
CUST000586,RM0182,18,M,Ahmedabad,161239,Bronze
CUST000587,RM0211,35,M,Kolkata,123072,Premium
CUST000588,RM0172,18,M,Jaipur,112236,Gold
CUST000589,RM0179,49,M,Hyderabad,50641,Platinum
CUST000590,RM0154,34,M,,8888888,Gold
CUST000591,,25,M,Mumbai,-5000,Premium
CUST000592,RM0028,41,F,Delhi,24201,Gold
CUST000593,RM0028,41,,Chennai,48710,Bronze
CUST000594,,68,F,Lucknow,85375,Silver
CUST000595,RM0027,32,F,Kolkata,67109,Platinum
CUST000596,RM0249,49,F,Ahmedabad,27271,Gold
CUST000597,,53,M,Lucknow,8888888,Gold
CUST000598,RM0032,60,F,Chennai,176881,Gold
CUST000599,RM0053,27,F,Pune,34183,Platinum
CUST000600,RM0195,28,M,Pune,138358,Bronze
CUST000601,RM0053,29,M,Kolkata,91230,Gold
CUST000602,RM0047,28,M,Bangalore,49868,
CUST000603,RM0033,34,F,Chennai,23235,Gold
CUST000604,RM0046,41,F,Ahmedabad,138456,Platinum
CUST000605,RM0249,43,F,Ahmedabad,46474,Bronze
CUST000606,,25,M,Ahmedabad,41335,Silver
CUST000607,RM0073,45,M,Chennai,61068,Premium
CUST000608,,43,F,Pune,158090,Silver
CUST000609,RM0079,40,M,Lucknow,35065,Bronze
CUST000610,RM0196,32,F,Kolkata,85618,Silver
CUST000611,RM0189,25,M,Ahmedabad,61658,Silver
CUST000612,RM0038,50,F,Lucknow,51174,gold
CUST000613,RM0021,43,F,Jaipur,41501,Bronze
CUST000614,RM0098,47,F,Hyderabad,26057,Premium
CUST000615,RM0239,35,M,Kolkata,34448,Premium
CUST000616,RM0168,33,M,Jaipur,115061,Gold
CUST000617,RM0116,57,M,Kolkata,26095,Gold
CUST000618,RM0234,80,M,Pune,118355,Gold
CUST000619,,37,M,Mumbai,81521,premium
CUST000620,RM0134,44,F,Pune,59212,Platinum
CUST000621,RM0087,40,F,Mumbai,53149,Silver
CUST000622,RM0224,29,M,,29062,Bronze
CUST000623,RM0136,35,F,Chennai,46531,Gold
CUST000624,,72,M,Pune,72630,silver
CUST000625,RM0060,31,F,Delhi,55923,Platinum
CUST000626,RM0076,43,M,Delhi,102098,Platinum
CUST000627,RM0173,32,M,Jaipur,97154,Bronze
CUST000628,RM0055,41,M,Pune,31242,Premium
CUST000629,RM0197,31,M,Ahmedabad,40039,Bronze
CUST000630,RM0178,34,F,Kolkata,90683,Platinum
CUST000631,RM0201,20,M,Pune,125117,Gold
CUST000632,RM0240,43,F,Mumbai,125839,Platinum
CUST000633,RM0152,36,M,Lucknow,50004,Bronze
CUST000634,RM0028,49,F,Ahmedabad,229950,Bronze
CUST000635,RM0038,41,M,Lucknow,139965,Premium
CUST000636,RM0213,30,M,Chennai,58685,Bronze
CUST000637,RM0240,27,F,Hyderabad,73469,Premium
CUST000638,RM0169,41,F,Kolkata,106327,Premium
CUST000639,RM0136,61,M,Lucknow,186878,Gold
CUST000640,RM0014,33,F,Hyderabad,31393,Bronze
CUST000641,RM0054,18,M,Bangalore,98716,Premium
CUST000642,RM0110,45,M,Delhi,63089,Premium
CUST000643,RM0167,59,M,Kolkata,45206,Gold
CUST000644,RM0177,50,M,Kolkata,143308,Bronze
CUST000645,RM0168,23,M,,79519,
CUST000646,RM0147,43,F,Kolkata,98814,Premium
CUST000647,RM0033,54,M,Jaipur,138299,Platinum
CUST000648,RM0136,35,M,Chennai,36210,Platinum
CUST000649,RM0230,33,F,Bangalore,132210,gold
CUST000650,RM0168,34,F,Jaipur,73108,Premium
CUST000651,RM0242,39,F,Ahmedabad,67764,Premium
CUST000652,RM0126,24,M,Mumbai,24357,Silver
CUST000653,RM0049,44,M,Hyderabad,55180,Gold
CUST000654,RM0160,45,F,Hyderabad,190754,Silver
CUST000655,RM0241,45,M,Lucknow,75118,Premium
CUST000656,RM0211,41,F,,70347,Gold
CUST000657,RM0020,24,M,Pune,20634,Platinum
CUST000658,RM0038,38,M,Delhi,61021,Premium
CUST000659,RM0032,68,M,Lucknow,130481,Silver
CUST000660,RM0142,45,F,Jaipur,24136,Premium
CUST000661,RM0226,29,M,Bangalore,117658,Gold
CUST000662,RM0189,50,F,Bangalore,105480,Silver
CUST000663,RM0091,69,M,Delhi,38869,Silver
CUST000664,RM0105,47,M,Mumbai,51854,Premium
CUST000665,RM0074,39,M,Jaipur,42142,Premium
CUST000666,RM0174,61,M,Jaipur,54081,bronze
CUST000667,RM0063,34,F,Jaipur,29543,Platinum
CUST000668,RM0045,56,F,Pune,82242,Platinum
CUST000669,RM0087,33,F,Hyderabad,41381,Platinum
CUST000670,RM0001,35,M,Lucknow,49923,Gold
CUST000671,RM0015,53,F,Bangalore,68501,Silver
CUST000672,RM0003,60,F,Ahmedabad,41722,Premium
CUST000673,,40,F,Jaipur,213412,Bronze
CUST000674,RM0028,60,F,,70275,Bronze
CUST000675,RM0182,47,F,Bangalore,39659,Premium
CUST000676,RM0243,30,F,Bangalore,77970,Silver
CUST000677,RM0196,35,M,Pune,110712,Bronze
CUST000678,RM0197,49,M,Hyderabad,36374,Silver
CUST000679,RM0022,62,F,Hyderabad,55939,Gold
CUST000680,RM0064,57,M,Lucknow,38214,Bronze
CUST000681,RM0039,57,M,Lucknow,159277,Premium
CUST000682,RM0222,22,M,Ahmedabad,122476,Silver
CUST000683,,52,F,Chennai,74678,Premium
CUST000684,RM0013,52,F,Lucknow,35074,
CUST000685,RM0048,46,M,Bangalore,61099,Silver
CUST000686,RM0190,51,F,Kolkata,25882,Platinum
CUST000687,RM0028,18,M,Ahmedabad,119962,Premium
CUST000688,RM0020,18,M,Bangalore,59554,Silver
CUST000689,,45,F,Ahmedabad,25867,Silver
CUST000690,RM0031,41,M,Hyderabad,47456,Bronze
CUST000691,RM0034,38,F,Jaipur,117716,Premium
CUST000692,RM0249,48,F,Chennai,37280,Platinum
CUST000693,RM0041,44,F,Jaipur,101713,Premium
CUST000694,RM0219,46,M,Bangalore,20908,Platinum
CUST000695,RM0072,55,M,Mumbai,36530,Premium
CUST000696,RM0162,34,F,Kolkata,123081,Premium
CUST000697,RM0076,47,F,Mumbai,58902,Premium
CUST000698,RM0223,32,F,Lucknow,25075,Premium
CUST000699,RM0210,18,F,Chennai,65609,Gold
CUST000700,RM0112,37,M,Ahmedabad,37636,Premium
CUST000701,RM0047,57,F,Chennai,22467,
CUST000702,,29,M,Kolkata,136598,Bronze
CUST000703,RM0029,48,F,Lucknow,64974,Premium
CUST000704,,55,M,Ahmedabad,131421,Premium
CUST000705,RM0229,53,F,Delhi,21764,Silver
CUST000706,,32,M,,63710,Premium
CUST000707,RM0059,30,F,Delhi,109003,Silver
CUST000708,RM0029,42,M,Delhi,65687,Silver
CUST000709,RM0155,45,M,Hyderabad,108388,Silver
CUST000710,RM0074,51,M,Bangalore,125589,Bronze
CUST000711,RM0038,51,F,Hyderabad,48143,Bronze
CUST000712,RM0083,80,F,Kolkata,39059,Bronze
CUST000713,RM0163,64,F,Chennai,66055,Gold
CUST000714,RM0149,36,M,Mumbai,131524,Gold
CUST000715,RM0122,73,M,Bangalore,69889,Premium
CUST000716,RM0142,25,M,Bangalore,64787,Gold
CUST000717,RM0007,26,M,Lucknow,55909,Premium
CUST000718,RM0008,53,F,Bangalore,25503,Gold
CUST000719,RM0036,38,F,Mumbai,72809,Silver
CUST000720,RM0040,18,M,Kolkata,170320,Platinum
CUST000721,RM0225,64,M,Bangalore,55287,Silver
CUST000722,RM0024,51,M,Bangalore,70270,Gold
CUST000723,RM0250,40,F,Bangalore,42459,Bronze
CUST000724,,39,F,,51979,Silver
CUST000725,RM0139,38,M,Mumbai,30913,Premium
CUST000726,RM0022,18,M,Hyderabad,67180,Platinum
CUST000727,,28,F,Bangalore,56342,Bronze
CUST000728,RM0025,31,M,,20276,Platinum
CUST000729,RM0123,58,M,Delhi,62437,Silver
CUST000730,RM0060,33,F,Bangalore,55940,Gold
CUST000731,RM0093,47,F,Lucknow,45293,Premium
CUST000732,RM0246,39,,Hyderabad,24556,Bronze
CUST000733,RM0249,28,F,Hyderabad,41173,Bronze
CUST000734,RM0091,46,F,Ahmedabad,55404,Bronze
CUST000735,RM0036,41,F,Lucknow,80576,Bronze
CUST000736,RM0034,58,F,Hyderabad,266800,Platinum
CUST000737,RM0175,36,M,Delhi,45091,Premium
CUST000738,RM0041,32,M,Ahmedabad,47394,Gold
CUST000739,RM0231,54,F,Chennai,82593,Gold
CUST000740,RM0017,39,M,Mumbai,66812,Bronze
CUST000741,RM0243,55,F,Pune,175121,Silver
CUST000742,RM0122,33,F,Bangalore,106073,Premium
CUST000743,RM0018,44,F,Mumbai,78012,Bronze
CUST000744,RM0231,32,F,Jaipur,26079,Silver
CUST000745,RM0042,29,,Lucknow,43026,Platinum
CUST000746,RM0186,18,F,,26449,Silver
CUST000747,RM0240,64,F,Mumbai,23682,Premium
CUST000748,RM0242,34,M,Chennai,24178,Bronze
CUST000749,RM0140,49,M,Pune,75217,Gold
CUST000750,,39,F,Pune,76764,Premium
CUST000751,RM0139,59,F,Jaipur,20509,Silver
CUST000752,RM0139,18,M,Delhi,70543,Bronze
CUST000753,RM0005,45,M,Jaipur,123454,Bronze
CUST000754,RM0009,53,F,Ahmedabad,84362,Gold
CUST000755,RM0090,42,F,,27665,Bronze
CUST000756,RM0058,30,F,Mumbai,20588,Silver
CUST000757,RM0107,18,F,Lucknow,53276,
CUST000758,RM0062,32,F,Kolkata,63042,Platinum
CUST000759,RM0045,18,M,Lucknow,85313,Gold
CUST000760,RM0216,52,M,Kolkata,72819,Platinum
CUST000761,,49,M,Mumbai,48099,Platinum
CUST000762,RM0034,54,M,Jaipur,75884,Silver
CUST000763,RM0186,27,M,Lucknow,97791,Silver
CUST000764,RM0029,25,M,Ahmedabad,49567,Premium
CUST000765,RM0234,49,F,Delhi,117442,Bronze
CUST000766,RM0108,49,M,Lucknow,144226,Bronze
CUST000767,RM0219,18,M,Hyderabad,63637,Silver
CUST000768,RM0050,31,F,Chennai,43194,Platinum
CUST000769,,65,M,Jaipur,78302,Gold
CUST000770,RM0120,53,F,Hyderabad,43464,Platinum
CUST000771,RM0027,38,F,Ahmedabad,27692,Silver
CUST000772,RM0192,23,F,Delhi,130407,Premium
CUST000773,RM0228,27,F,Delhi,21288,Platinum
CUST000774,RM0083,35,F,Pune,71897,Gold
CUST000775,RM0082,20,M,Kolkata,23720,Gold
CUST000776,RM0055,60,M,Kolkata,46350,Silver
CUST000777,RM0112,58,M,Kolkata,66542,Gold
CUST000778,RM0116,24,M,Lucknow,42674,Bronze
CUST000779,RM0234,70,M,Mumbai,27573,Bronze
CUST000780,,35,F,Pune,53236,Silver
CUST000781,RM0013,42,M,Lucknow,186235,Bronze
CUST000782,RM0058,34,F,Delhi,44242,
CUST000783,RM0231,25,M,Mumbai,21181,Platinum
CUST000784,RM0243,36,M,Lucknow,90573,Platinum
CUST000785,RM0033,18,F,Delhi,135170,Platinum
CUST000786,RM0062,36,M,Hyderabad,26172,Silver
CUST000787,RM0091,40,F,Mumbai,129643,Gold
CUST000788,RM0120,45,F,Hyderabad,66183,Premium
CUST000789,RM0168,18,F,Jaipur,40805,Gold
CUST000790,RM0103,19,M,Delhi,58979,Gold
CUST000791,RM0062,44,F,Jaipur,8888888,Premium
CUST000792,RM0111,24,F,Mumbai,59012,Bronze
CUST000793,RM0188,51,F,Delhi,49030,Gold
CUST000794,RM0166,49,F,Jaipur,38000,Premium
CUST000795,RM0058,30,F,Bangalore,22968,Bronze
CUST000796,RM0089,32,F,Chennai,40961,Silver
CUST000797,RM0175,18,,Pune,63430,Bronze
CUST000798,,53,F,Lucknow,27494,Gold
CUST000799,,73,F,Jaipur,53559,Premium
CUST000800,RM0194,28,F,Jaipur,45689,Silver
CUST000801,RM0125,58,F,Jaipur,68466,Silver
CUST000802,RM0006,71,F,,31239,Gold
CUST000803,RM0179,35,M,Jaipur,52269,Premium
CUST000804,RM0116,40,F,Kolkata,59156,Gold
CUST000805,RM0071,45,M,Ahmedabad,58112,
CUST000806,RM0203,49,F,Jaipur,121999,Premium
CUST000807,RM0160,46,M,Chennai,26666,Bronze
CUST000808,RM0152,36,M,,99045,Premium
CUST000809,RM0225,51,F,Chennai,164157,Platinum
CUST000810,RM0236,36,F,Delhi,28055,Bronze
CUST000811,RM0236,47,M,Chennai,53025,Platinum
CUST000812,RM0107,41,F,Kolkata,119588,Premium
CUST000813,RM0214,18,F,Kolkata,36828,Bronze
CUST000814,RM0247,60,F,Bangalore,31359,
CUST000815,RM0078,33,F,Kolkata,55797,Silver
CUST000816,RM0172,62,M,Delhi,8888888,Premium
CUST000817,RM0145,80,M,Jaipur,120338,Premium
CUST000818,RM0190,37,M,Lucknow,217484,Gold
CUST000819,RM0030,59,M,Jaipur,92308,Premium
CUST000820,RM0015,36,F,Ahmedabad,62610,Bronze
CUST000821,RM0158,59,M,Jaipur,131788,Premium
CUST000822,RM0123,38,F,Delhi,23224,Platinum
CUST000823,RM0209,39,M,Mumbai,55711,
CUST000824,RM0229,57,F,Bangalore,69254,Silver
CUST000825,RM0220,71,M,Lucknow,84134,Platinum
CUST000826,RM0184,38,F,Ahmedabad,78969,Silver
CUST000827,RM0047,35,F,Kolkata,42214,Platinum
CUST000828,,30,F,Chennai,-5000,Premium
CUST000829,RM0226,32,F,Delhi,31830,Bronze
CUST000830,RM0096,54,F,Lucknow,177851,Gold
CUST000831,RM0051,56,F,Chennai,37450,Silver
CUST000832,RM0007,49,M,Kolkata,20720,Gold
CUST000833,RM0222,52,F,Pune,87445,Platinum
CUST000834,RM0144,49,M,Bangalore,27707,Bronze
CUST000835,RM0077,54,M,Hyderabad,73726,Premium
CUST000836,RM0065,53,M,Lucknow,92646,Gold
CUST000837,RM0103,47,F,Mumbai,24638,Premium
CUST000838,RM0067,58,F,Mumbai,53435,Premium
CUST000839,RM0019,39,M,Delhi,46137,Platinum
CUST000840,RM0154,30,M,Ahmedabad,23414,Platinum
CUST000841,RM0167,30,M,Kolkata,102574,gold
CUST000842,RM0189,37,F,Delhi,8888888,Bronze
CUST000843,RM0230,42,M,Delhi,37802,Silver
CUST000844,RM0059,51,M,Chennai,23998,Platinum
CUST000845,RM0020,63,M,Bangalore,81393,Silver
CUST000846,RM0123,42,F,Pune,22576,Premium
CUST000847,RM0220,39,M,Hyderabad,37498,Silver
CUST000848,RM0139,31,F,Bangalore,33223,Bronze
CUST000849,RM0134,55,M,,152414,Gold
CUST000850,RM0113,32,F,Kolkata,45968,premium
CUST000851,RM0248,37,,Ahmedabad,52354,Platinum
CUST000852,,51,M,Pune,32811,Bronze
CUST000853,RM0233,43,M,Lucknow,66253,Silver
CUST000854,RM0110,42,F,Jaipur,42143,Premium
CUST000855,RM0147,29,M,Mumbai,129757,Silver
CUST000856,RM0175,47,F,,54966,Gold
CUST000857,RM0069,74,F,Bangalore,69012,platinum
CUST000858,RM0005,22,M,Lucknow,23724,Silver
CUST000859,RM0071,25,F,Ahmedabad,82579,Premium
CUST000860,RM0162,53,M,Ahmedabad,106449,Premium
CUST000861,RM0011,45,,Pune,56716,Silver
CUST000862,RM0012,62,M,Pune,27708,Premium
CUST000863,RM0213,30,F,Pune,54327,Bronze
CUST000864,RM0105,55,M,Bangalore,36722,Silver
CUST000865,RM0007,47,F,Kolkata,22793,Silver
CUST000866,RM0009,27,M,Lucknow,89044,Premium
CUST000867,RM0188,32,F,Chennai,36159,Platinum
CUST000868,RM0076,42,M,Ahmedabad,81375,Silver
CUST000869,RM0226,29,F,Ahmedabad,25373,Platinum
CUST000870,RM0059,58,F,Bangalore,42332,Gold
CUST000871,RM0204,52,M,Chennai,38796,Premium
CUST000872,RM0225,34,F,Bangalore,97778,Bronze
CUST000873,RM0214,39,F,Pune,140365,Premium
CUST000874,RM0179,56,F,Lucknow,43685,Premium
CUST000875,RM0185,41,F,Kolkata,44522,Silver
CUST000876,RM0123,71,M,Mumbai,70080,Platinum
CUST000877,RM0095,49,F,Delhi,74888,Silver
CUST000878,RM0127,29,F,Kolkata,189139,Platinum
CUST000879,RM0046,26,M,Hyderabad,25566,
CUST000880,RM0158,57,F,Bangalore,96122,Gold
CUST000881,RM0235,35,M,Jaipur,42318,Premium
CUST000882,RM0194,44,M,,177095,Premium
CUST000883,RM0007,18,M,Hyderabad,50596,Platinum
CUST000884,RM0184,42,M,Hyderabad,31715,Bronze
CUST000885,RM0030,20,F,Jaipur,22688,Gold
CUST000886,RM0019,20,F,Jaipur,92957,Premium
CUST000887,RM0225,60,M,Hyderabad,114972,Premium
CUST000888,RM0125,37,M,Chennai,31912,Silver
CUST000889,,36,F,Lucknow,126078,Gold
CUST000890,RM0090,73,F,Ahmedabad,32150,Gold
CUST000891,RM0101,56,F,Ahmedabad,37499,Silver
CUST000892,RM0170,66,F,Ahmedabad,27343,Silver
CUST000893,RM0222,61,M,Kolkata,38962,gold
CUST000894,,54,F,Mumbai,71758,Silver
CUST000895,RM0187,65,M,Delhi,31108,Premium
CUST000896,RM0158,30,F,Pune,130461,platinum
CUST000897,RM0197,28,M,Jaipur,22992,Premium
CUST000898,RM0184,20,M,Mumbai,25911,Silver
CUST000899,RM0194,18,F,Chennai,110236,Bronze
CUST000900,RM0177,43,F,Hyderabad,20740,Premium
CUST000901,RM0020,19,M,Lucknow,20975,bronze
CUST000902,RM0050,24,F,Chennai,26640,Silver
CUST000903,RM0249,38,F,Ahmedabad,45900,Silver
CUST000904,RM0180,18,F,Delhi,57850,Premium
CUST000905,RM0148,40,M,Pune,51189,Gold
CUST000906,RM0162,42,M,Kolkata,185521,Gold
CUST000907,RM0122,72,F,Pune,38688,Gold
CUST000908,RM0010,45,M,Ahmedabad,94359,Bronze
CUST000909,RM0081,43,M,Kolkata,206513,Bronze
CUST000910,RM0097,65,M,Delhi,26708,
CUST000911,,38,F,Hyderabad,35433,Platinum
CUST000912,RM0076,44,F,Bangalore,20885,Silver
CUST000913,RM0134,56,F,Pune,56486,Silver
CUST000914,RM0185,30,M,Bangalore,41392,Gold
CUST000915,RM0018,56,M,Pune,202858,
CUST000916,RM0160,21,F,Chennai,113885,Silver
CUST000917,RM0211,52,F,Chennai,50624,Silver
CUST000918,,52,M,Lucknow,45375,Silver
CUST000919,RM0099,36,F,Mumbai,32953,Platinum
CUST000920,RM0056,39,M,Mumbai,34158,Gold
CUST000921,RM0207,67,M,Kolkata,52104,Silver
CUST000922,RM0181,40,M,Hyderabad,22979,Platinum
CUST000923,RM0216,50,F,Bangalore,23930,Silver
CUST000924,,42,M,Bangalore,42760,Silver
CUST000925,RM0003,32,M,Hyderabad,27587,gold
CUST000926,RM0004,33,M,Hyderabad,68697,
CUST000927,RM0015,47,F,Jaipur,27947,Bronze
CUST000928,RM0010,63,M,Delhi,103333,Gold
CUST000929,,22,M,Mumbai,76062,Premium
CUST000930,RM0173,65,F,Kolkata,35048,Gold
CUST000931,RM0171,51,M,Hyderabad,37160,Platinum
CUST000932,RM0177,38,M,Lucknow,51742,Premium
CUST000933,RM0023,46,M,Lucknow,23211,Premium
CUST000934,RM0006,51,M,Chennai,27967,Gold
CUST000935,RM0189,25,F,Chennai,178425,Silver
CUST000936,RM0052,39,F,Jaipur,57714,Bronze
CUST000937,RM0162,42,M,Kolkata,76912,Platinum
CUST000938,RM0208,18,F,Chennai,23965,Silver
CUST000939,RM0120,54,M,Pune,50778,Platinum
CUST000940,RM0097,32,M,Ahmedabad,59546,Silver
CUST000941,RM0166,33,M,Ahmedabad,29061,Silver
CUST000942,RM0117,40,F,Ahmedabad,49488,Bronze
CUST000943,RM0077,48,M,Hyderabad,33852,Gold
CUST000944,RM0103,47,M,Lucknow,181733,Gold
CUST000945,RM0034,42,M,Ahmedabad,35024,Premium
CUST000946,RM0118,46,M,Kolkata,-5000,Gold
CUST000947,RM0063,72,M,Kolkata,23794,silver
CUST000948,RM0234,21,M,Pune,68688,Bronze
CUST000949,RM0035,48,F,Jaipur,90798,Silver
CUST000950,,42,M,Pune,28817,platinum
CUST000951,RM0129,69,M,Mumbai,34207,Bronze
CUST000952,RM0112,39,F,Ahmedabad,71168,Gold
CUST000953,,27,M,Delhi,61630,Gold
CUST000954,RM0188,49,F,Mumbai,93838,Premium
CUST000955,RM0246,37,M,Ahmedabad,20453,Premium
CUST000956,RM0200,41,M,Jaipur,42082,Platinum
CUST000957,RM0223,23,F,Lucknow,39406,Silver
CUST000958,RM0117,51,F,Lucknow,114207,Premium
CUST000959,RM0065,34,F,Ahmedabad,47992,Premium
CUST000960,RM0163,45,M,Delhi,21480,Premium
CUST000961,RM0038,73,M,Jaipur,26306,Silver
CUST000962,RM0011,38,M,Delhi,37046,Gold
CUST000963,RM0164,53,M,Kolkata,269947,Premium
CUST000964,RM0204,39,M,Mumbai,22297,Silver
CUST000965,RM0122,32,F,Mumbai,44916,Silver
CUST000966,RM0233,61,,Bangalore,90175,Premium
CUST000967,RM0119,18,F,Lucknow,97452,Silver
CUST000968,RM0183,57,F,Jaipur,34450,Bronze
CUST000969,,18,F,Bangalore,73447,Bronze
CUST000970,RM0066,55,F,Jaipur,33748,Platinum
CUST000971,RM0075,42,M,Lucknow,32477,bronze
CUST000972,RM0196,27,M,Delhi,9999999,Bronze
CUST000973,RM0056,45,F,Pune,36597,Silver
CUST000974,RM0108,39,F,Jaipur,170247,Silver
CUST000975,RM0220,18,M,Mumbai,63385,Silver
CUST000976,RM0086,71,F,Mumbai,56355,Premium
CUST000977,RM0036,29,M,Chennai,41774,Premium
CUST000978,RM0161,56,F,Chennai,132260,silver
CUST000979,RM0042,63,M,Hyderabad,52345,Gold
CUST000980,,35,M,Ahmedabad,54411,Bronze
CUST000981,RM0029,48,M,,30298,Gold
CUST000982,,22,F,Jaipur,40140,Bronze
CUST000983,RM0199,36,M,Kolkata,23690,Premium
CUST000984,RM0186,48,M,Hyderabad,23575,Platinum
CUST000985,RM0149,42,M,Ahmedabad,46331,Gold
CUST000986,RM0025,52,M,Pune,103268,Bronze
CUST000987,RM0114,34,M,Hyderabad,79146,Silver
CUST000988,,56,F,Ahmedabad,93728,Silver
CUST000989,RM0040,27,F,Mumbai,124326,Gold
CUST000990,RM0150,48,F,Bangalore,58728,Silver
CUST000991,RM0165,33,F,Jaipur,21914,Silver
CUST000992,RM0124,18,F,Bangalore,26840,
CUST000993,RM0200,52,M,Jaipur,22809,Gold
CUST000994,RM0190,18,M,Jaipur,200740,Bronze
CUST000995,RM0138,31,M,Bangalore,38116,Premium
CUST000996,RM0167,26,F,Delhi,33095,Bronze
CUST000997,RM0188,60,M,Lucknow,114333,Gold
CUST000998,RM0026,54,F,Delhi,47463,Silver
CUST000999,RM0026,26,,Delhi,82347,Bronze
CUST001000,RM0114,24,F,Lucknow,104853,Platinum
CUST001001,RM0162,35,F,Chennai,136108,Platinum
CUST001002,RM0174,24,M,Pune,102173,Bronze
CUST001003,RM0131,63,M,Ahmedabad,74089,Premium
CUST001004,RM0176,18,F,Jaipur,24085,Premium
CUST001005,RM0176,69,M,Bangalore,29155,Platinum
CUST001006,RM0157,47,F,Hyderabad,95850,Platinum
CUST001007,RM0068,50,F,Pune,22167,Silver
CUST001008,RM0109,43,F,Bangalore,35416,Premium
CUST001009,RM0197,18,F,Mumbai,82662,Gold
