RM_ID,Month,Target,Achievement
RM0032,2024-11,51072.0,47055.0
RM0032,2024-12,88829.0,117697.0
RM0033,2023-01,82434.0,
RM0033,2023-02,327014.0,-5000.0
RM0033,2023-03,96610.0,85938.0
RM0033,2023-04,103081.0,130488.0
RM0033,2023-05,65998.0,67129.0
RM0033,2023-06,111072.0,180626.0
RM0033,2023-07,61436.0,94890.0
RM0033,2023-08,77530.0,33560.0
RM0033,2023-10,83907.0,38092.0
RM0033,2023-11,160403.0,285889.0
RM0033,2023-12,0.0,
RM0033,2024-01,55239.0,54780.0
RM0033,2024-02,123181.0,99703.0
RM0033,2024-03,110489.0,181480.0
RM0033,2024-04,52873.0,77320.0
RM0033,2024-05,93740.0,82017.0
RM0033,2024-06,131747.0,99745.0
RM0033,2024-07,64734.0,30521.0
RM0033,2024-08,103101.0,158024.0
RM0033,2024-09,71689.0,101365.0
RM0033,2024-10,101134.0,164362.0
RM0033,2024-11,133878.0,74648.0
RM0033,2024-12,688647.0,389052.0
RM0034,2023-01,175767.0,202822.0
RM0034,2023-02,119976.0,207226.0
RM0034,2023-03,,
RM0034,2023-04,328564.0,507542.0
RM0034,2023-05,598327.0,589749.0
RM0034,2023-06,65335.0,94617.0
RM0034,2023-07,121902.0,71375.0
RM0034,2023-09,149028.0,251645.0
RM0034,2023-10,78194.0,123002.0
RM0034,2023-12,131245.0,66305.0
RM0034,2024-01,332958.0,584151.0
RM0034,2024-02,101642.0,76770.0
RM0034,2024-03,124278.0,189051.0
RM0034,2024-04,51570.0,32795.0
RM0034,2024-05,233575.0,212193.0
RM0034,2024-06,110137.0,177147.0
RM0034,2024-07,423941.0,730017.0
RM0034,2024-08,97731.0,-5000.0
RM0034,2024-09,415439.0,583878.0
RM0034,2024-10,75123.0,91304.0
RM0034,2024-11,54003.0,73582.0
RM0034,2024-12,248395.0,368620.0
RM0035,2023-02,78406.0,97409.0
RM0035,2023-03,79558.0,136837.0
RM0035,2023-05,218594.0,96834.0
RM0035,2023-06,81059.0,104986.0
RM0035,2023-07,147131.0,206637.0
RM0035,2023-08,99440.0,127966.0
RM0035,2023-09,79212.0,88366.0
RM0035,2023-10,524798.0,651974.0
RM0035,2023-11,57692.0,102873.0
RM0035,2023-12,75594.0,104100.0
RM0035,2024-01,164063.0,121659.0
RM0035,2024-02,79276.0,44914.0
RM0035,2024-03,343212.0,552354.0
RM0035,2024-04,143864.0,65520.0
RM0035,2024-05,373338.0,384734.0
RM0035,2024-06,136641.0,124484.0
RM0035,2024-07,118122.0,128635.0
RM0035,2024-08,189156.0,189089.0
RM0035,2024-09,390442.0,303175.0
RM0035,2024-11,0.0,0.0
RM0035,2024-12,103491.0,147994.0
RM0036,2023-01,66158.0,38573.0
RM0036,2023-02,292319.0,168023.0
RM0036,2023-03,197423.0,346549.0
RM0036,2023-04,161001.0,93556.0
RM0036,2023-05,108001.0,165801.0
RM0036,2023-06,115001.0,159307.0
RM0036,2023-09,275323.0,289577.0
RM0036,2023-11,279326.0,216576.0
RM0036,2023-12,158900.0,211311.0
RM0036,2024-01,77601.0,55130.0
RM0036,2024-02,208348.0,267318.0
RM0036,2024-03,151976.0,226957.0
RM0036,2024-04,148682.0,241159.0
RM0036,2024-05,249716.0,192791.0
RM0036,2024-07,125442.0,163266.0
RM0036,2024-08,387289.0,220004.0
RM0036,2024-09,158436.0,75760.0
RM0036,2024-10,99162.0,131783.0
RM0036,2024-12,62138.0,80377.0
RM0037,2023-01,396609.0,695674.0
RM0037,2023-02,86622.0,123293.0
RM0037,2023-03,441306.0,192874.0
RM0037,2023-04,130171.0,218572.0
RM0037,2023-05,83995.0,
RM0037,2023-06,457172.0,498677.0
RM0037,2023-07,65786.0,64129.0
RM0037,2023-08,109236.0,79011.0
RM0037,2023-09,166961.0,171199.0
RM0037,2023-10,148657.0,64251.0
RM0037,2023-11,293164.0,299660.0
RM0037,2023-12,307976.0,473325.0
RM0037,2024-01,107218.0,32864.0
RM0037,2024-02,413282.0,595556.0
RM0037,2024-03,67017.0,90646.0
RM0037,2024-04,53033.0,18118.0
RM0037,2024-05,161926.0,71904.0
RM0037,2024-06,-10000.0,0.0
RM0037,2024-07,386408.0,492561.0
RM0037,2024-08,59874.0,47135.0
RM0037,2024-09,119716.0,122268.0
RM0037,2024-10,77751.0,90678.0
RM0037,2024-11,135844.0,233780.0
RM0037,2024-12,462789.0,531379.0
RM0038,2023-01,205070.0,103907.0
RM0038,2023-02,87909.0,145144.0
RM0038,2023-03,230179.0,134457.0
RM0038,2023-04,176668.0,300714.0
RM0038,2023-05,113507.0,65689.0
RM0038,2023-06,477162.0,473296.0
RM0038,2023-07,130997.0,91874.0
RM0038,2023-08,-10000.0,0.0
RM0038,2023-09,330247.0,298703.0
RM0038,2023-10,54663.0,53021.0
RM0038,2023-11,79924.0,41089.0
RM0038,2023-12,124907.0,56035.0
RM0038,2024-01,523612.0,194421.0
RM0038,2024-02,126966.0,69076.0
RM0038,2024-03,225103.0,94141.0
RM0038,2024-04,168715.0,246265.0
RM0038,2024-05,499539.0,673274.0
RM0038,2024-06,65719.0,28441.0
RM0038,2024-07,247290.0,154060.0
RM0038,2024-08,138924.0,245191.0
RM0038,2024-10,307142.0,482179.0
RM0038,2024-11,345744.0,425029.0
RM0038,2024-12,254347.0,213255.0
RM0039,2023-01,1020060.0,733865.0
RM0039,2023-02,183742.0,132862.0
RM0039,2023-03,67829.0,78096.0
RM0039,2023-07,115392.0,135565.0
RM0039,2023-08,172697.0,192278.0
RM0039,2023-09,69738.0,66967.0
RM0039,2023-11,300700.0,232355.0
RM0039,2023-12,138002.0,143625.0
RM0039,2024-01,347872.0,446458.0
RM0039,2024-02,65837.0,105191.0
RM0039,2024-03,317627.0,454355.0
RM0039,2024-04,144120.0,207002.0
RM0039,2024-05,147726.0,207545.0
RM0039,2024-06,368177.0,602268.0
RM0039,2024-07,140929.0,223938.0
RM0039,2024-08,66047.0,29901.0
RM0039,2024-09,169199.0,216196.0
RM0039,2024-11,74907.0,75526.0
RM0039,2024-12,64867.0,78044.0
RM0040,2023-01,339750.0,477844.0
RM0040,2023-02,121292.0,217196.0
RM0040,2023-03,-10000.0,0.0
RM0040,2023-04,303311.0,395683.0
RM0040,2023-05,732265.0,1121859.0
RM0040,2023-06,159915.0,135978.0
RM0040,2023-07,221928.0,263058.0
RM0040,2023-08,198874.0,161986.0
RM0040,2023-09,133983.0,152358.0
RM0040,2023-11,324216.0,468285.0
RM0040,2023-12,68946.0,46078.0
RM0040,2024-01,54052.0,16861.0
RM0040,2024-02,88113.0,132079.0
RM0040,2024-04,402683.0,357442.0
RM0040,2024-05,174241.0,236807.0
RM0040,2024-07,508439.0,848787.0
RM0040,2024-09,58833.0,39550.0
RM0040,2024-10,57558.0,70497.0
RM0040,2024-11,235936.0,179883.0
RM0040,2024-12,338470.0,331436.0
RM0041,2023-01,1013939.0,304789.0
RM0041,2023-02,67394.0,50726.0
RM0041,2023-04,53875.0,79385.0
RM0041,2023-05,58132.0,82749.0
RM0041,2023-06,58100.0,39455.0
RM0041,2023-08,326089.0,563039.0
RM0041,2023-09,130300.0,228664.0
RM0041,2023-10,197878.0,182790.0
RM0041,2023-11,293531.0,218091.0
RM0041,2023-12,96345.0,123786.0
RM0041,2024-01,124264.0,62613.0
RM0041,2024-02,60396.0,89492.0
RM0041,2024-03,219010.0,200984.0
RM0041,2024-04,389833.0,357198.0
RM0041,2024-05,235834.0,392350.0
RM0041,2024-06,325559.0,347259.0
RM0041,2024-07,221213.0,203626.0
RM0041,2024-08,206276.0,141573.0
RM0041,2024-09,135570.0,83283.0
RM0041,2024-10,55839.0,66046.0
RM0041,2024-11,0.0,0.0
RM0041,2024-12,53886.0,32010.0
RM0042,2023-01,142479.0,185058.0
RM0042,2023-02,78171.0,30099.0
RM0042,2023-03,159798.0,244181.0
RM0042,2023-04,55380.0,45636.0
RM0042,2023-06,213380.0,105860.0
RM0042,2023-07,90367.0,99696.0
RM0042,2023-08,509382.0,372365.0
RM0042,2023-09,150276.0,135232.0
RM0042,2023-10,391532.0,159680.0
RM0042,2023-11,175257.0,275009.0
RM0042,2023-12,714904.0,963753.0
RM0042,2024-01,121689.0,111678.0
RM0042,2024-02,115006.0,138630.0
RM0042,2024-03,251718.0,384927.0
RM0042,2024-04,130830.0,179899.0
RM0042,2024-05,421938.0,709377.0
RM0042,2024-06,232624.0,292025.0
RM0042,2024-07,163741.0,94117.0
RM0042,2024-08,69794.0,71787.0
RM0042,2024-09,76053.0,88639.0
RM0042,2024-10,205642.0,223825.0
RM0042,2024-11,55566.0,21481.0
RM0042,2024-12,-10000.0,0.0
RM0043,2023-01,75022.0,133901.0
RM0043,2023-02,113352.0,83649.0
RM0043,2023-03,58052.0,72738.0
RM0043,2023-05,208415.0,117373.0
RM0043,2023-06,427443.0,641480.0
RM0043,2023-07,89266.0,91834.0
RM0043,2023-09,141981.0,116819.0
RM0043,2023-10,305261.0,141609.0
RM0043,2023-11,130502.0,122938.0
RM0043,2023-12,144871.0,230638.0
RM0043,2024-01,86917.0,39493.0
RM0043,2024-02,194275.0,108940.0
RM0043,2024-03,61683.0,57980.0
RM0043,2024-05,87201.0,73407.0
RM0043,2024-07,95107.0,41747.0
RM0043,2024-08,173265.0,59001.0
RM0043,2024-09,558874.0,453803.0
RM0043,2024-11,228194.0,345838.0
RM0043,2024-12,99089.0,141014.0
RM0044,2023-01,317944.0,210471.0
RM0044,2023-02,783821.0,259470.0
RM0044,2023-03,86693.0,127441.0
RM0044,2023-04,82375.0,110991.0
RM0044,2023-05,340202.0,591550.0
RM0044,2023-06,146438.0,-5000.0
RM0044,2023-07,581634.0,533610.0
RM0044,2023-08,86909.0,93069.0
RM0044,2023-09,207397.0,204689.0
RM0044,2023-10,175543.0,162309.0
RM0044,2023-11,161590.0,279371.0
RM0044,2023-12,153921.0,104630.0
RM0044,2024-01,263286.0,212307.0
RM0044,2024-02,304091.0,117155.0
RM0044,2024-03,110560.0,48816.0
RM0044,2024-04,63376.0,81601.0
RM0044,2024-05,123001.0,197689.0
RM0044,2024-06,158976.0,118121.0
RM0044,2024-07,241421.0,298402.0
RM0044,2024-08,291111.0,368366.0
RM0044,2024-09,77410.0,101056.0
RM0044,2024-10,124525.0,123866.0
RM0044,2024-11,431821.0,362706.0
RM0044,2024-12,191996.0,162279.0
RM0045,2023-01,64927.0,63647.0
RM0045,2023-02,186345.0,169807.0
RM0045,2023-03,124308.0,190261.0
RM0045,2023-04,54520.0,40528.0
RM0045,2023-07,300503.0,505084.0
RM0045,2023-08,129730.0,211873.0
RM0045,2023-09,83271.0,52638.0
RM0045,2023-10,330806.0,547446.0
RM0045,2023-12,87809.0,34156.0
RM0045,2024-01,64200.0,44430.0
RM0045,2024-02,264975.0,282195.0
RM0045,2024-04,141207.0,166089.0
RM0045,2024-05,381395.0,166153.0
RM0045,2024-06,227980.0,385328.0
RM0045,2024-07,85995.0,133864.0
RM0045,2024-08,229611.0,73866.0
RM0045,2024-10,89519.0,108207.0
RM0045,2024-11,154693.0,168909.0
RM0045,2024-12,89581.0,117575.0
RM0046,2023-01,96472.0,85295.0
RM0046,2023-02,119047.0,
RM0046,2023-03,217222.0,94573.0
RM0046,2023-04,84514.0,50771.0
RM0046,2023-05,67214.0,41094.0
RM0046,2023-06,190114.0,265827.0
RM0046,2023-07,211955.0,214664.0
RM0046,2023-08,58078.0,100969.0
RM0046,2023-09,77602.0,101086.0
RM0046,2023-10,416088.0,560331.0
RM0046,2023-11,86894.0,-5000.0
RM0046,2023-12,106924.0,36921.0
RM0046,2024-01,192305.0,234513.0
RM0046,2024-03,243920.0,77199.0
RM0046,2024-04,305431.0,430067.0
RM0046,2024-05,72778.0,59782.0
RM0046,2024-06,202634.0,211488.0
RM0046,2024-07,68341.0,29456.0
RM0046,2024-08,0.0,0.0
RM0046,2024-09,75434.0,42102.0
RM0046,2024-10,316610.0,385697.0
RM0046,2024-12,189222.0,192820.0
RM0047,2023-01,176245.0,211961.0
RM0047,2023-02,565490.0,358780.0
RM0047,2023-03,86227.0,33268.0
RM0047,2023-04,211028.0,237103.0
RM0047,2023-06,67689.0,57319.0
RM0047,2023-08,79523.0,63397.0
RM0047,2023-10,503201.0,666730.0
RM0047,2023-12,51139.0,34711.0
RM0047,2024-01,51562.0,70758.0
RM0047,2024-02,145068.0,-5000.0
RM0047,2024-03,817867.0,1145320.0
RM0047,2024-04,159444.0,240291.0
RM0047,2024-05,233017.0,155111.0
RM0047,2024-06,163335.0,185221.0
RM0047,2024-07,140011.0,79636.0
RM0047,2024-08,87918.0,63439.0
RM0047,2024-09,51546.0,86360.0
RM0047,2024-10,223800.0,298644.0
RM0047,2024-11,177410.0,236658.0
RM0047,2024-12,651466.0,571818.0
RM0048,2023-01,236993.0,198906.0
RM0048,2023-02,338919.0,537878.0
RM0048,2023-03,398826.0,122916.0
RM0048,2023-04,103114.0,51648.0
RM0048,2023-06,140766.0,146843.0
RM0048,2023-07,94337.0,130672.0
RM0048,2023-08,97159.0,153592.0
RM0048,2023-09,79340.0,67506.0
RM0048,2023-10,196023.0,236796.0
RM0048,2023-11,62186.0,97593.0
RM0048,2023-12,186719.0,299644.0
RM0048,2024-01,353329.0,395332.0
RM0048,2024-02,412499.0,648700.0
RM0048,2024-04,525952.0,828767.0
RM0048,2024-05,308226.0,309471.0
RM0048,2024-06,85744.0,142854.0
RM0048,2024-07,242316.0,175102.0
RM0048,2024-08,112553.0,149596.0
RM0048,2024-09,147460.0,62261.0
RM0048,2024-10,72876.0,103372.0
RM0048,2024-11,109751.0,116497.0
RM0049,2023-01,268264.0,382749.0
RM0049,2023-02,77410.0,34648.0
RM0049,2023-03,184161.0,260118.0
RM0049,2023-04,74208.0,63665.0
RM0049,2023-05,356354.0,611622.0
RM0049,2023-06,140789.0,59029.0
RM0049,2023-07,94699.0,61502.0
RM0049,2023-08,90961.0,94674.0
RM0049,2023-09,181281.0,87697.0
RM0049,2023-10,380215.0,467649.0
RM0049,2023-11,186416.0,331991.0
RM0049,2023-12,198387.0,335956.0
RM0049,2024-01,100584.0,66404.0
RM0049,2024-03,159011.0,169014.0
RM0049,2024-05,88521.0,119457.0
RM0049,2024-06,54512.0,72825.0
RM0049,2024-07,141646.0,188886.0
RM0049,2024-08,147249.0,260041.0
RM0049,2024-10,111124.0,197118.0
RM0049,2024-11,60077.0,79640.0
RM0049,2024-12,140830.0,215921.0
RM0050,2023-01,283823.0,425823.0
RM0050,2023-02,64929.0,99571.0
RM0050,2023-03,86127.0,29155.0
RM0050,2023-04,86834.0,88477.0
RM0050,2023-05,253284.0,159049.0
RM0050,2023-06,67987.0,86272.0
RM0050,2023-07,669322.0,804060.0
RM0050,2023-08,226189.0,258251.0
RM0050,2023-09,278728.0,491594.0
RM0050,2023-10,167831.0,155274.0
RM0050,2023-11,345284.0,605832.0
RM0050,2023-12,70748.0,82581.0
RM0050,2024-01,285864.0,314453.0
RM0050,2024-02,128940.0,165409.0
RM0050,2024-03,97232.0,80090.0
RM0050,2024-04,779526.0,978069.0
RM0050,2024-05,359449.0,543362.0
RM0050,2024-06,208450.0,325409.0
RM0050,2024-07,100774.0,126539.0
RM0050,2024-08,183960.0,226938.0
RM0050,2024-09,77702.0,55624.0
RM0050,2024-10,100669.0,121096.0
RM0050,2024-12,589291.0,1020122.0
RM0051,2023-01,88658.0,67137.0
RM0051,2023-03,55509.0,49859.0
RM0051,2023-04,319975.0,535518.0
RM0051,2023-05,90475.0,63214.0
RM0051,2023-06,87432.0,72144.0
RM0051,2023-07,295028.0,374769.0
RM0051,2023-08,281225.0,330311.0
RM0051,2023-09,94706.0,60800.0
RM0051,2023-10,51356.0,75568.0
RM0051,2023-11,331716.0,481792.0
RM0051,2023-12,61597.0,88904.0
RM0051,2024-02,57027.0,26140.0
RM0051,2024-03,137100.0,139049.0
RM0051,2024-05,,-5000.0
RM0051,2024-06,304019.0,401089.0
RM0051,2024-07,74964.0,47918.0
RM0051,2024-08,100462.0,48775.0
RM0051,2024-09,100876.0,140509.0
RM0051,2024-10,91442.0,142013.0
RM0051,2024-11,145095.0,113813.0
RM0051,2024-12,-10000.0,0.0
RM0052,2023-01,235421.0,253122.0
RM0052,2023-02,51095.0,86017.0
RM0052,2023-03,60241.0,102887.0
RM0052,2023-04,54283.0,79061.0
RM0052,2023-05,164752.0,174404.0
RM0052,2023-06,61334.0,40364.0
RM0052,2023-07,275456.0,450891.0
RM0052,2023-08,162972.0,135269.0
RM0052,2023-09,59272.0,78432.0
RM0052,2023-10,98952.0,37851.0
RM0052,2023-11,214425.0,220553.0
RM0052,2023-12,51805.0,24161.0
RM0052,2024-01,230197.0,91044.0
RM0052,2024-02,351445.0,269554.0
RM0052,2024-03,63926.0,92030.0
RM0052,2024-04,161485.0,122722.0
RM0052,2024-05,128156.0,42562.0
RM0052,2024-06,213016.0,180778.0
RM0052,2024-07,237784.0,295388.0
RM0052,2024-08,208011.0,309798.0
RM0052,2024-09,199608.0,185253.0
RM0052,2024-10,124126.0,59502.0
RM0052,2024-11,276740.0,398965.0
RM0053,2023-01,92413.0,147308.0
RM0053,2023-02,183375.0,186681.0
RM0053,2023-03,52647.0,46019.0
RM0053,2023-04,203527.0,88457.0
RM0053,2023-05,142307.0,254751.0
RM0053,2023-07,239101.0,267866.0
RM0053,2023-08,164224.0,60048.0
RM0053,2023-09,523084.0,885197.0
RM0053,2023-10,222046.0,99591.0
RM0053,2023-11,84947.0,48917.0
RM0053,2023-12,159963.0,97850.0
RM0053,2024-01,228510.0,255438.0
RM0053,2024-02,52672.0,74588.0
RM0053,2024-04,81391.0,125124.0
RM0053,2024-05,115786.0,
RM0053,2024-06,0.0,0.0
RM0053,2024-07,51783.0,92256.0
RM0053,2024-08,192014.0,179359.0
RM0053,2024-09,65242.0,87993.0
RM0053,2024-10,99845.0,
RM0053,2024-11,716979.0,1237377.0
RM0053,2024-12,249371.0,438047.0
RM0054,2023-01,66746.0,48048.0
RM0054,2023-02,93802.0,38272.0
RM0054,2023-03,587551.0,229122.0
RM0054,2023-04,341410.0,495809.0
RM0054,2023-05,120708.0,39617.0
RM0054,2023-06,50917.0,30855.0
RM0054,2023-07,152146.0,150147.0
RM0054,2023-08,182027.0,265384.0
RM0054,2023-09,121066.0,65441.0
RM0054,2023-10,291452.0,232880.0
RM0054,2023-12,100716.0,145682.0
RM0054,2024-01,458032.0,766031.0
RM0054,2024-02,72178.0,-5000.0
RM0054,2024-03,154922.0,68058.0
RM0054,2024-05,536536.0,334177.0
RM0054,2024-06,82990.0,135549.0
RM0054,2024-07,565604.0,761556.0
RM0054,2024-08,69346.0,71342.0
RM0054,2024-09,304417.0,352732.0
RM0054,2024-10,71337.0,39794.0
RM0054,2024-11,349421.0,381058.0
RM0054,2024-12,233543.0,200752.0
RM0055,2023-01,164048.0,289652.0
RM0055,2023-02,110005.0,144346.0
RM0055,2023-03,78402.0,37837.0
RM0055,2023-04,279621.0,437931.0
RM0055,2023-05,215533.0,115804.0
RM0055,2023-06,91281.0,152143.0
RM0055,2023-07,101100.0,154510.0
RM0055,2023-08,100517.0,171803.0
RM0055,2023-09,418803.0,152819.0
RM0055,2023-10,270721.0,150031.0
RM0055,2023-11,86362.0,85478.0
RM0055,2023-12,178815.0,141031.0
RM0055,2024-01,178485.0,99235.0
RM0055,2024-03,53388.0,61761.0
RM0055,2024-05,159289.0,212568.0
RM0055,2024-06,207397.0,341423.0
RM0055,2024-07,142280.0,44470.0
RM0055,2024-08,199402.0,261754.0
RM0055,2024-09,160563.0,214184.0
RM0055,2024-10,108642.0,56842.0
RM0055,2024-11,213843.0,142800.0
RM0055,2024-12,141408.0,146701.0
RM0056,2023-01,147283.0,176396.0
RM0056,2023-03,54484.0,97227.0
RM0056,2023-04,238981.0,224183.0
RM0056,2023-05,81854.0,34400.0
RM0056,2023-06,217298.0,168500.0
RM0056,2023-07,89103.0,77513.0
RM0056,2023-08,184812.0,241652.0
RM0056,2023-09,205417.0,327619.0
RM0056,2023-10,87030.0,109233.0
RM0056,2023-11,65989.0,74033.0
RM0056,2023-12,181545.0,113348.0
RM0056,2024-01,124561.0,191922.0
RM0056,2024-02,74097.0,70522.0
RM0056,2024-03,454862.0,480408.0
RM0056,2024-04,243720.0,375401.0
RM0056,2024-05,84180.0,52808.0
RM0056,2024-06,263189.0,376349.0
RM0056,2024-07,59310.0,46484.0
RM0056,2024-08,126257.0,194885.0
RM0056,2024-09,132191.0,223256.0
RM0056,2024-10,902940.0,1328305.0
RM0056,2024-11,214665.0,190589.0
RM0057,2023-01,60408.0,70055.0
RM0057,2023-02,117343.0,96966.0
RM0057,2023-04,224573.0,223553.0
RM0057,2023-05,259205.0,232574.0
RM0057,2023-06,74530.0,73935.0
RM0057,2023-07,502428.0,754791.0
RM0057,2023-08,84553.0,74994.0
RM0057,2023-09,444230.0,215695.0
RM0057,2023-11,93944.0,65134.0
RM0057,2023-12,176921.0,162077.0
RM0057,2024-03,62486.0,77718.0
RM0057,2024-04,65650.0,79411.0
RM0057,2024-05,156089.0,162411.0
RM0057,2024-06,60482.0,76136.0
RM0057,2024-07,134665.0,123441.0
RM0057,2024-08,186118.0,225085.0
RM0057,2024-09,52272.0,25500.0
RM0057,2024-10,90479.0,119157.0
RM0057,2024-11,178965.0,257073.0
RM0057,2024-12,252412.0,398753.0
RM0058,2023-02,120936.0,98876.0
RM0058,2023-03,316692.0,207877.0
RM0058,2023-04,142753.0,84436.0
RM0058,2023-05,417733.0,380849.0
RM0058,2023-06,85831.0,114843.0
RM0058,2023-07,92085.0,157949.0
RM0058,2023-08,118739.0,153999.0
RM0058,2023-09,113524.0,171519.0
RM0058,2023-10,390841.0,579178.0
RM0058,2023-11,333074.0,150822.0
RM0058,2023-12,436680.0,539933.0
RM0058,2024-01,355132.0,471137.0
RM0058,2024-02,83818.0,101782.0
RM0058,2024-03,64302.0,86395.0
RM0058,2024-04,128891.0,68002.0
RM0058,2024-05,631135.0,1042399.0
RM0058,2024-06,386003.0,-5000.0
RM0058,2024-08,283256.0,378988.0
RM0058,2024-09,209666.0,96266.0
RM0058,2024-10,396239.0,642577.0
RM0058,2024-11,256661.0,434006.0
RM0058,2024-12,170807.0,165932.0
RM0059,2023-01,566056.0,563903.0
RM0059,2023-02,203800.0,175185.0
RM0059,2023-04,201724.0,278409.0
RM0059,2023-05,196986.0,211138.0
RM0059,2023-06,103524.0,131037.0
RM0059,2023-07,408595.0,126815.0
RM0059,2023-08,71568.0,34328.0
RM0059,2023-09,434992.0,562932.0
RM0059,2023-10,504822.0,592772.0
RM0059,2023-11,142910.0,212723.0
RM0059,2023-12,76321.0,66552.0
RM0059,2024-01,144180.0,107801.0
RM0059,2024-02,119611.0,49896.0
RM0059,2024-03,83093.0,66744.0
RM0059,2024-04,288364.0,165447.0
RM0059,2024-05,113844.0,45239.0
RM0059,2024-06,172163.0,209501.0
RM0059,2024-07,,
RM0059,2024-08,350947.0,536483.0
RM0059,2024-09,100400.0,50745.0
RM0059,2024-10,75455.0,132306.0
RM0059,2024-11,217772.0,79237.0
RM0059,2024-12,72062.0,74130.0
RM0060,2023-01,84946.0,127885.0
RM0060,2023-02,177721.0,216632.0
RM0060,2023-03,143214.0,97971.0
RM0060,2023-04,183521.0,252424.0
RM0060,2023-05,119531.0,126393.0
RM0060,2023-06,324591.0,169768.0
RM0060,2023-07,168192.0,138357.0
RM0060,2023-08,231999.0,76145.0
RM0060,2023-09,216514.0,98372.0
RM0060,2023-10,60044.0,83277.0
RM0060,2023-11,203390.0,334048.0
RM0060,2023-12,159987.0,175191.0
RM0060,2024-01,234146.0,183827.0
RM0060,2024-03,55641.0,35892.0
RM0060,2024-04,90773.0,72935.0
RM0060,2024-05,480928.0,724885.0
RM0060,2024-06,462228.0,-5000.0
RM0060,2024-07,1036723.0,985579.0
RM0060,2024-08,88635.0,101044.0
RM0060,2024-09,0.0,0.0
RM0060,2024-10,144028.0,152395.0
RM0060,2024-11,71656.0,66689.0
RM0060,2024-12,123407.0,102123.0
RM0061,2023-01,377452.0,146810.0
RM0061,2023-02,587123.0,183399.0
RM0061,2023-03,486692.0,546103.0
RM0061,2023-05,231823.0,134619.0
RM0061,2023-07,209289.0,339662.0
RM0061,2023-08,72532.0,35585.0
RM0061,2023-09,104356.0,56622.0
RM0061,2023-10,67588.0,89045.0
RM0061,2023-11,86086.0,111956.0
RM0061,2023-12,346998.0,443476.0
RM0061,2024-01,69067.0,80143.0
RM0061,2024-02,125039.0,101913.0
RM0061,2024-03,107525.0,182163.0
RM0061,2024-05,253514.0,-5000.0
RM0061,2024-06,71554.0,72556.0
RM0061,2024-07,107457.0,189866.0
RM0061,2024-08,622704.0,485274.0
RM0061,2024-09,0.0,0.0
RM0061,2024-10,187224.0,190773.0
RM0061,2024-11,85948.0,110926.0
RM0061,2024-12,110998.0,142141.0
RM0062,2023-01,122598.0,-5000.0
RM0062,2023-02,230700.0,300302.0
RM0062,2023-03,156639.0,212576.0
RM0062,2023-04,142696.0,
RM0062,2023-05,68518.0,39271.0
RM0062,2023-06,92353.0,36464.0
RM0062,2023-07,236397.0,201194.0
RM0062,2023-08,64728.0,99029.0
RM0062,2023-09,222637.0,217813.0
RM0062,2023-10,92638.0,48877.0
RM0062,2023-11,141976.0,231118.0
RM0062,2023-12,81311.0,93750.0
RM0062,2024-01,539290.0,677172.0
RM0062,2024-02,136963.0,188263.0
RM0062,2024-03,311084.0,368875.0
RM0062,2024-04,358162.0,383909.0
RM0062,2024-05,315819.0,545744.0
RM0062,2024-06,154345.0,186371.0
RM0062,2024-07,191036.0,281234.0
RM0062,2024-08,309711.0,105563.0
RM0062,2024-09,248278.0,366389.0
RM0062,2024-10,230810.0,316335.0
RM0062,2024-11,56342.0,54260.0
RM0062,2024-12,305710.0,520015.0
RM0063,2023-01,89101.0,104140.0
RM0063,2023-03,294699.0,421010.0
RM0063,2023-04,194700.0,63868.0
RM0063,2023-05,243041.0,354806.0
RM0063,2023-06,242479.0,351282.0
RM0063,2023-07,134558.0,240943.0
RM0063,2023-08,0.0,0.0
RM0063,2023-09,179654.0,305642.0
RM0063,2023-10,,-5000.0
RM0063,2023-11,408218.0,621246.0
RM0063,2023-12,174412.0,190222.0
RM0063,2024-01,109782.0,74247.0
RM0063,2024-02,157726.0,184014.0
RM0063,2024-03,92061.0,155021.0
RM0063,2024-04,172220.0,187678.0
RM0063,2024-05,135809.0,52572.0
RM0063,2024-06,371071.0,287762.0
RM0063,2024-07,204276.0,247408.0
RM0063,2024-08,181736.0,197832.0
RM0063,2024-09,80031.0,57695.0
RM0063,2024-10,161409.0,-5000.0
RM0063,2024-11,283628.0,268874.0
RM0063,2024-12,84208.0,36370.0
RM0064,2023-01,213155.0,199302.0
RM0064,2023-02,70093.0,
RM0064,2023-03,218343.0,133487.0
RM0064,2023-04,156701.0,118980.0
RM0064,2023-05,452555.0,290735.0
RM0064,2023-06,131688.0,229037.0
RM0064,2023-07,107568.0,136276.0
RM0064,2023-08,107129.0,49923.0
RM0064,2023-09,198146.0,331705.0
RM0064,2023-11,140376.0,173963.0
RM0064,2023-12,190818.0,176055.0
RM0064,2024-01,193136.0,133066.0
RM0064,2024-02,121231.0,116803.0
RM0064,2024-03,349274.0,287277.0
RM0064,2024-04,201235.0,124786.0
RM0064,2024-05,93667.0,119204.0
RM0064,2024-07,265518.0,263706.0
RM0064,2024-08,111217.0,185221.0
RM0064,2024-09,71894.0,99290.0
RM0064,2024-10,225760.0,301472.0
RM0064,2024-11,460978.0,641812.0
RM0064,2024-12,103837.0,86196.0
RM0065,2023-01,124417.0,43074.0
RM0065,2023-02,417159.0,171172.0
RM0065,2023-03,230493.0,321593.0
RM0065,2023-04,328411.0,371118.0
