Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time
CMP000517,CUST000974,RM0195,Billing Error,8.0
CMP000518,CUST000781,RM0122,Product Issue,5.0
CMP000519,CUST001284,RM0044,Product Issue,6.0
CMP000520,CUST000521,RM0012,Delay,2.0
CMP000521,CUST002086,RM0215,Insurance Claim,13.0
CMP000522,CUST002052,RM0064,Technical Issue,3.0
CMP000523,CUST002187,RM0088,Technical Issue,7.0
CMP000524,CUST001238,RM0232,Technical Issue,9.0
CMP000525,CUST002384,RM0211,Loan Disbursement,5.0
CMP000526,CUST000832,RM0081,Loan Disbursement,4.0
CMP000527,CUST000713,RM0113,Loan Disbursement,21.0
CMP000528,CUST002379,RM0106,Delay,3.0
CMP000529,CUST002056,RM0176,Service Issue,16.0
CMP000530,CUST000783,RM0234,Service Issue,2.0
CMP000531,CUST000146,RM0026,Insurance Claim,4.0
CMP000532,CUST002101,,Insurance Claim,2.0
CMP000533,CUST001003,RM0078,Credit Card Issue,2.0
CMP000534,CUST001194,RM0076,Billing Error,3.0
CMP000535,,RM0085,Product Issue,2.0
CMP000536,CUST001774,RM0070,Product Issue,23.0
CMP000537,CUST000015,RM0090,,9.0
CMP000538,CUST000934,,Billing Error,2.0
CMP000539,CUST000295,RM0010,Service Issue,3.0
CMP000540,CUST000606,RM0139,Product Issue,7.0
CMP000541,,,Insurance Claim,4.0
CMP000542,CUST000428,RM0201,Product Issue,10.0
CMP000543,CUST001724,RM0055,Delay,5.0
CMP000544,CUST001884,RM0220,Staff Behavior,7.0
CMP000545,CUST001265,RM0071,Insurance Claim,6.0
CMP000546,CUST000196,RM0033,Account Access,7.0
CMP000547,CUST001645,RM0232,Delay,3.0
CMP000548,CUST001225,RM0068,Billing Error,4.0
CMP000549,CUST000511,RM0246,,2.0
CMP000550,CUST000131,RM0112,Product Issue,6.0
CMP000551,CUST000012,RM0217,Account Access,5.0
CMP000552,CUST002377,RM0214,Staff Behavior,9.0
CMP000553,CUST000805,RM0239,Loan Disbursement,3.0
CMP000554,CUST001471,RM0019,Product Issue,4.0
CMP000555,CUST000337,RM0217,Loan Disbursement,2.0
CMP000556,CUST000835,RM0158,Account Access,6.0
CMP000557,CUST000517,RM0112,Service Issue,11.0
CMP000558,CUST001717,RM0135,Credit Card Issue,9.0
CMP000559,CUST000560,RM0108,Product Issue,16.0
CMP000560,CUST000203,RM0169,Product Issue,19.0
CMP000561,CUST000667,RM0140,Credit Card Issue,9.0
CMP000562,,RM0136,Account Access,3.0
CMP000563,CUST001211,RM0090,Service Issue,3.0
CMP000564,CUST002327,,Insurance Claim,4.0
CMP000565,CUST000024,RM0097,Billing Error,27.0
CMP000566,CUST000270,,Credit Card Issue,4.0
CMP000567,CUST002323,RM0176,Billing Error,3.0
CMP000568,CUST000743,RM0109,Staff Behavior,16.0
CMP000569,CUST000252,RM0198,Credit Card Issue,4.0
CMP000570,CUST000904,RM0133,Account Access,7.0
CMP000571,,RM0147,Service Issue,9.0
CMP000572,CUST000118,RM0041,Service Issue,11.0
CMP000573,CUST002051,,Billing Error,10.0
CMP000574,CUST000773,RM0175,Service Issue,11.0
CMP000575,CUST002162,RM0018,Technical Issue,7.0
CMP000576,CUST002418,RM0114,Insurance Claim,4.0
CMP000577,CUST000205,RM0172,,7.0
CMP000578,CUST001107,RM0206,Delay,11.0
CMP000579,CUST001548,RM0013,Delay,4.0
CMP000580,CUST000173,RM0213,Product Issue,3.0
CMP000581,CUST000101,RM0066,Product Issue,4.0
CMP000582,CUST001138,RM0077,Service Issue,6.0
CMP000583,CUST002190,RM0092,Technical Issue,2.0
CMP000584,CUST000850,RM0250,Staff Behavior,9.0
CMP000585,CUST001104,RM0080,Billing Error,-5.0
CMP000586,CUST002030,RM0092,Staff Behavior,2.0
CMP000587,CUST002391,RM0204,Loan Disbursement,2.0
CMP000588,CUST001676,RM0151,Staff Behavior,3.0
CMP000589,CUST002028,RM0186,Staff Behavior,6.0
CMP000590,,RM0161,Insurance Claim,3.0
CMP000591,CUST001438,RM0205,,4.0
CMP000592,CUST000879,RM0018,Loan Disbursement,15.0
CMP000593,CUST000762,RM0184,Staff Behavior,11.0
CMP000594,CUST001355,RM0148,Billing Error,11.0
CMP000595,CUST000995,RM0111,Insurance Claim,6.0
CMP000596,CUST001000,RM0131,Account Access,12.0
CMP000597,,RM0044,Credit Card Issue,9.0
CMP000598,CUST001262,RM0088,Loan Disbursement,17.0
CMP000599,CUST000864,,Technical Issue,2.0
CMP000600,CUST001086,RM0086,Delay,2.0
CMP000601,,RM0003,Service Issue,2.0
CMP000602,CUST000859,RM0012,Product Issue,15.0
CMP000603,CUST000542,,Account Access,6.0
CMP000604,CUST002382,,Account Access,4.0
CMP000605,CUST002222,,Insurance Claim,5.0
CMP000606,CUST002098,RM0087,Delay,10.0
CMP000607,CUST000234,RM0197,Delay,15.0
CMP000608,CUST001575,,Insurance Claim,0.0
CMP000609,CUST000750,RM0067,Credit Card Issue,8.0
CMP000610,CUST001453,,Account Access,9.0
CMP000611,CUST000726,RM0166,Insurance Claim,3.0
CMP000612,CUST002074,RM0197,Service Issue,5.0
CMP000613,CUST002431,RM0059,Staff Behavior,12.0
CMP000614,CUST000575,RM0194,Insurance Claim,9.0
CMP000615,CUST001088,RM0002,,7.0
CMP000616,CUST000317,RM0094,Service Issue,2.0
CMP000617,CUST001665,RM0014,Product Issue,2.0
CMP000618,CUST002154,RM0055,Staff Behavior,2.0
CMP000619,CUST001180,,Credit Card Issue,6.0
CMP000620,CUST002177,RM0157,Delay,5.0
CMP000621,CUST002057,RM0036,Insurance Claim,999.0
CMP000622,,RM0059,Account Access,16.0
CMP000623,CUST000372,RM0127,Insurance Claim,7.0
CMP000624,CUST000097,RM0012,Insurance Claim,3.0
CMP000625,CUST001726,RM0092,Insurance Claim,2.0
CMP000626,CUST000154,RM0075,Technical Issue,11.0
CMP000627,CUST001201,RM0248,Product Issue,5.0
CMP000628,CUST000773,RM0233,Staff Behavior,7.0
CMP000629,CUST001331,RM0075,Technical Issue,6.0
CMP000630,CUST001683,RM0052,Loan Disbursement,2.0
CMP000631,CUST001504,RM0159,Credit Card Issue,2.0
CMP000632,,RM0243,Service Issue,4.0
CMP000633,CUST001820,RM0085,Delay,4.0
CMP000634,CUST002443,RM0125,Account Access,7.0
CMP000635,CUST000059,,Technical Issue,7.0
CMP000636,CUST000198,RM0130,Loan Disbursement,19.0
CMP000637,CUST001656,RM0140,Account Access,11.0
CMP000638,CUST000463,RM0226,Loan Disbursement,5.0
CMP000639,CUST002369,RM0170,Delay,5.0
CMP000640,CUST002431,RM0243,Billing Error,7.0
CMP000641,CUST002331,RM0101,Staff Behavior,2.0
CMP000642,CUST000354,RM0189,Technical Issue,47.0
CMP000643,CUST002147,RM0119,Loan Disbursement,5.0
CMP000644,CUST001027,RM0002,Credit Card Issue,14.0
CMP000645,CUST000183,,Technical Issue,999.0
CMP000646,,RM0154,Staff Behavior,19.0
CMP000647,CUST002170,RM0013,Service Issue,6.0
CMP000648,CUST001848,,Account Access,2.0
CMP000649,CUST001603,RM0031,Credit Card Issue,6.0
CMP000650,CUST001886,RM0107,Loan Disbursement,6.0
CMP000651,CUST001341,RM0107,Product Issue,9.0
CMP000652,CUST001035,RM0051,Loan Disbursement,2.0
CMP000653,CUST000886,RM0143,Service Issue,5.0
CMP000654,CUST001690,RM0022,Technical Issue,14.0
CMP000655,CUST000545,RM0148,Delay,25.0
CMP000656,CUST002303,RM0080,Credit Card Issue,3.0
CMP000657,CUST001312,,Staff Behavior,12.0
CMP000658,CUST001016,RM0158,Staff Behavior,2.0
CMP000659,CUST001581,RM0185,Delay,11.0
CMP000660,CUST000166,RM0205,Loan Disbursement,3.0
CMP000661,CUST001229,RM0052,Product Issue,18.0
CMP000662,CUST002286,RM0074,Technical Issue,7.0
CMP000663,CUST001054,RM0102,Delay,4.0
CMP000664,CUST002172,,Account Access,3.0
CMP000665,CUST000127,RM0064,Credit Card Issue,3.0
CMP000666,,,Credit Card Issue,7.0
CMP000667,CUST002030,RM0189,Delay,
CMP000668,CUST000256,RM0062,Insurance Claim,13.0
CMP000669,CUST000156,RM0178,Product Issue,9.0
CMP000670,CUST002379,RM0118,Technical Issue,11.0
CMP000671,CUST000802,RM0221,Technical Issue,9.0
CMP000672,CUST001065,RM0211,Staff Behavior,21.0
CMP000673,CUST001209,RM0247,Account Access,9.0
CMP000674,CUST001654,RM0237,Product Issue,3.0
CMP000675,CUST002353,RM0045,Credit Card Issue,9.0
CMP000676,CUST002033,RM0155,,3.0
CMP000677,CUST000582,RM0192,,29.0
CMP000678,CUST000930,RM0035,Product Issue,4.0
CMP000679,CUST000099,RM0098,Insurance Claim,3.0
CMP000680,,RM0056,Account Access,3.0
CMP000681,CUST001946,RM0131,Account Access,7.0
CMP000682,CUST001186,,,2.0
CMP000683,CUST000987,RM0206,Credit Card Issue,17.0
CMP000684,CUST000704,RM0213,Service Issue,3.0
CMP000685,CUST000875,RM0182,Loan Disbursement,3.0
CMP000686,CUST001268,RM0027,Insurance Claim,2.0
CMP000687,CUST002144,RM0232,Product Issue,3.0
CMP000688,CUST002139,RM0134,Credit Card Issue,4.0
CMP000689,CUST000183,RM0107,Billing Error,4.0
CMP000690,CUST002235,RM0047,Insurance Claim,3.0
CMP000691,CUST000221,RM0168,Account Access,999.0
CMP000692,CUST000833,RM0072,Product Issue,2.0
CMP000693,CUST000306,RM0089,Insurance Claim,3.0
CMP000694,CUST001708,RM0190,Technical Issue,9.0
CMP000695,CUST001384,RM0029,Insurance Claim,4.0
CMP000696,CUST000870,RM0029,Loan Disbursement,3.0
CMP000697,CUST002392,RM0002,Insurance Claim,3.0
CMP000698,CUST001298,,Insurance Claim,6.0
CMP000699,CUST001018,RM0205,Service Issue,3.0
CMP000700,CUST000349,RM0174,Account Access,6.0
CMP000701,,RM0022,Insurance Claim,24.0
CMP000702,,RM0034,Technical Issue,2.0
CMP000703,CUST001686,RM0059,Account Access,2.0
CMP000704,CUST000509,RM0233,Loan Disbursement,2.0
CMP000705,CUST000124,RM0124,Technical Issue,4.0
CMP000706,CUST001130,RM0072,,2.0
CMP000707,CUST002067,RM0140,Product Issue,5.0
CMP000708,CUST000305,,Product Issue,15.0
CMP000709,CUST001105,RM0080,Staff Behavior,2.0
CMP000710,CUST002250,RM0043,Insurance Claim,4.0
CMP000711,CUST002089,,Loan Disbursement,9.0
CMP000712,CUST001824,RM0100,Insurance Claim,2.0
CMP000713,CUST001099,RM0239,Delay,2.0
CMP000714,CUST001767,RM0046,Technical Issue,6.0
CMP000715,CUST002496,RM0098,,2.0
CMP000716,CUST001228,RM0057,Account Access,10.0
CMP000717,CUST000604,RM0064,Service Issue,2.0
CMP000718,CUST000807,RM0138,Service Issue,5.0
CMP000719,CUST001475,RM0013,,8.0
CMP000720,CUST002101,RM0037,Delay,3.0
CMP000721,CUST001655,RM0168,Staff Behavior,2.0
CMP000722,CUST001146,RM0193,Product Issue,2.0
CMP000723,CUST001036,RM0139,Loan Disbursement,11.0
CMP000724,,RM0071,Account Access,8.0
CMP000725,CUST000324,RM0056,Service Issue,3.0
CMP000726,CUST000308,RM0049,Loan Disbursement,8.0
CMP000727,CUST002292,RM0167,Account Access,8.0
CMP000728,CUST000156,RM0171,Account Access,32.0
CMP000729,CUST000948,RM0029,Delay,4.0
CMP000730,CUST000716,RM0199,Delay,12.0
CMP000731,CUST000411,RM0131,Account Access,4.0
CMP000732,CUST002056,RM0170,Delay,13.0
CMP000733,,RM0168,Delay,2.0
CMP000734,CUST002286,RM0156,Account Access,2.0
CMP000735,CUST001601,RM0212,Loan Disbursement,11.0
CMP000736,CUST000402,RM0012,Product Issue,10.0
CMP000737,CUST000925,RM0127,Technical Issue,3.0
CMP000738,CUST000109,RM0028,Account Access,6.0
CMP000739,,RM0071,Service Issue,4.0
CMP000740,CUST000065,RM0089,Insurance Claim,2.0
CMP000741,CUST001303,RM0077,Product Issue,2.0
CMP000742,CUST001623,RM0183,Billing Error,2.0
CMP000743,CUST000604,RM0166,,6.0
CMP000744,CUST002444,RM0073,Account Access,3.0
CMP000745,CUST001814,RM0079,Billing Error,2.0
CMP000746,CUST002191,RM0145,Delay,16.0
CMP000747,CUST000996,RM0124,Delay,2.0
CMP000748,CUST000674,,,7.0
CMP000749,CUST000857,RM0075,Delay,13.0
CMP000750,CUST000885,RM0243,Staff Behavior,2.0
CMP000751,CUST001829,RM0047,Service Issue,3.0
CMP000752,CUST000146,RM0173,Staff Behavior,6.0
CMP000753,CUST001770,,Staff Behavior,5.0
CMP000754,CUST000304,RM0148,Product Issue,5.0
CMP000755,CUST000148,RM0085,Credit Card Issue,6.0
CMP000756,CUST001978,RM0248,Billing Error,16.0
CMP000757,CUST001428,RM0129,Billing Error,2.0
CMP000758,CUST002080,RM0204,Service Issue,9.0
CMP000759,,RM0005,Service Issue,3.0
CMP000760,CUST000421,RM0196,Staff Behavior,
CMP000761,CUST001886,RM0149,Billing Error,4.0
CMP000762,CUST002497,RM0222,Service Issue,2.0
CMP000763,CUST002345,RM0174,Product Issue,4.0
CMP000764,CUST001770,RM0113,Insurance Claim,10.0
CMP000765,CUST000160,RM0147,Loan Disbursement,2.0
CMP000766,CUST000208,RM0016,Technical Issue,
CMP000767,CUST002082,RM0159,Product Issue,3.0
CMP000768,CUST001603,RM0227,Technical Issue,4.0
CMP000769,CUST002045,RM0199,Service Issue,2.0
CMP000770,CUST001475,RM0220,Account Access,9.0
CMP000771,CUST001895,RM0103,Delay,9.0
CMP000772,CUST001361,RM0046,Insurance Claim,11.0
CMP000773,CUST002257,RM0053,Billing Error,6.0
CMP000774,,RM0235,Billing Error,5.0
CMP000775,CUST001018,RM0008,Service Issue,3.0
CMP000776,CUST000786,RM0060,Staff Behavior,7.0
CMP000777,CUST000047,RM0002,Staff Behavior,4.0
CMP000778,CUST001501,RM0002,,19.0
CMP000779,CUST000555,RM0020,Billing Error,19.0
CMP000780,CUST001958,,Technical Issue,13.0
CMP000781,CUST002454,RM0057,Technical Issue,4.0
CMP000782,CUST001578,RM0133,Insurance Claim,4.0
CMP000783,CUST000719,RM0009,Billing Error,11.0
CMP000784,CUST001665,RM0064,Delay,8.0
CMP000785,,RM0059,Technical Issue,8.0
CMP000786,CUST000495,RM0123,Product Issue,3.0
CMP000787,CUST000967,RM0227,Loan Disbursement,10.0
CMP000788,CUST000790,RM0038,Product Issue,6.0
CMP000789,CUST002126,RM0029,Account Access,4.0
CMP000790,CUST001689,RM0090,Billing Error,12.0
CMP000791,CUST000784,RM0001,Credit Card Issue,4.0
CMP000792,CUST001687,RM0141,Billing Error,999.0
CMP000793,CUST002121,RM0073,Service Issue,7.0
CMP000794,CUST000988,RM0245,Billing Error,5.0
CMP000795,CUST002012,RM0082,Account Access,6.0
CMP000796,CUST000611,RM0045,Staff Behavior,2.0
CMP000797,CUST000970,,Staff Behavior,5.0
CMP000798,CUST000329,RM0124,Insurance Claim,6.0
CMP000799,CUST000721,RM0147,Product Issue,5.0
CMP000800,CUST000461,RM0057,Technical Issue,11.0
CMP000801,CUST000012,RM0187,Account Access,3.0
CMP000802,CUST000962,RM0103,Service Issue,12.0
CMP000803,CUST002411,RM0081,Delay,4.0
CMP000804,CUST000985,,Credit Card Issue,7.0
CMP000805,CUST002482,,Credit Card Issue,2.0
CMP000806,CUST001743,RM0017,Loan Disbursement,3.0
CMP000807,CUST000028,RM0128,Delay,9.0
CMP000808,CUST001136,,Loan Disbursement,2.0
CMP000809,CUST002487,RM0096,Account Access,19.0
CMP000810,CUST000852,RM0151,Billing Error,3.0
CMP000811,CUST002444,RM0032,Credit Card Issue,13.0
CMP000812,,RM0077,Billing Error,5.0
CMP000813,CUST000645,RM0110,Loan Disbursement,6.0
CMP000814,CUST000128,RM0163,Insurance Claim,2.0
CMP000815,CUST001502,RM0077,Delay,4.0
CMP000816,CUST000332,RM0120,Billing Error,2.0
CMP000817,CUST001036,RM0077,Delay,5.0
CMP000818,CUST002202,RM0163,Staff Behavior,6.0
CMP000819,CUST001689,RM0226,Billing Error,8.0
CMP000820,CUST001034,RM0181,Product Issue,12.0
CMP000821,CUST001961,RM0054,Product Issue,5.0
CMP000822,CUST002363,RM0172,Credit Card Issue,3.0
CMP000823,CUST000227,RM0168,Credit Card Issue,4.0
CMP000824,CUST002497,RM0167,Technical Issue,11.0
CMP000825,CUST000770,RM0248,Staff Behavior,2.0
CMP000826,CUST002133,RM0135,Staff Behavior,6.0
CMP000827,CUST000185,RM0193,Billing Error,2.0
CMP000828,CUST001903,RM0240,Product Issue,3.0
CMP000829,CUST002164,RM0127,Account Access,6.0
CMP000830,CUST002065,RM0011,Delay,5.0
CMP000831,CUST000882,RM0120,Service Issue,5.0
CMP000832,CUST002421,RM0191,Product Issue,7.0
CMP000833,CUST000562,RM0205,Staff Behavior,3.0
CMP000834,CUST000087,,Billing Error,3.0
CMP000835,CUST001676,RM0223,Billing Error,7.0
CMP000836,CUST001149,RM0089,Account Access,5.0
CMP000837,CUST001334,RM0099,Insurance Claim,0.0
CMP000838,CUST000766,RM0070,Account Access,2.0
CMP000839,CUST000272,,Loan Disbursement,7.0
CMP000840,CUST002156,RM0108,Product Issue,6.0
CMP000841,CUST001196,RM0105,Loan Disbursement,2.0
CMP000842,CUST001605,RM0136,Product Issue,8.0
CMP000843,,RM0223,Service Issue,5.0
CMP000844,CUST000252,RM0112,Billing Error,3.0
CMP000845,,RM0092,Staff Behavior,6.0
CMP000846,CUST000395,RM0120,Billing Error,6.0
CMP000847,CUST002035,RM0006,Staff Behavior,14.0
CMP000848,CUST001719,RM0071,Technical Issue,8.0
CMP000849,,RM0011,Loan Disbursement,3.0
CMP000850,CUST001480,RM0096,Delay,2.0
CMP000851,,RM0083,Delay,11.0
CMP000852,CUST000032,,Staff Behavior,11.0
CMP000853,CUST000988,RM0037,Loan Disbursement,2.0
CMP000854,CUST002452,RM0015,Loan Disbursement,2.0
CMP000855,CUST001721,,Delay,8.0
CMP000856,CUST001389,RM0073,Product Issue,8.0
CMP000857,CUST001885,RM0070,Delay,2.0
CMP000858,CUST000718,RM0176,,7.0
CMP000859,CUST000341,RM0218,Insurance Claim,3.0
CMP000860,CUST000354,RM0004,Staff Behavior,3.0
CMP000861,CUST001941,RM0192,Billing Error,3.0
CMP000862,CUST000451,RM0120,Insurance Claim,5.0
CMP000863,,RM0102,Insurance Claim,10.0
CMP000864,CUST001690,RM0207,Account Access,5.0
CMP000865,CUST001180,RM0049,Product Issue,3.0
CMP000866,CUST000707,RM0068,Insurance Claim,12.0
CMP000867,CUST001455,RM0089,Billing Error,2.0
CMP000868,CUST001727,RM0191,Credit Card Issue,9.0
CMP000869,CUST001419,RM0140,Technical Issue,9.0
CMP000870,CUST000416,RM0247,Delay,3.0
CMP000871,CUST000359,RM0032,Service Issue,3.0
CMP000872,CUST001522,RM0063,Product Issue,12.0
CMP000873,CUST001297,RM0226,Account Access,6.0
CMP000874,CUST001100,RM0246,Product Issue,2.0
CMP000875,CUST000330,RM0210,Credit Card Issue,13.0
CMP000876,CUST001344,RM0200,Loan Disbursement,4.0
CMP000877,CUST000736,RM0212,Product Issue,4.0
CMP000878,CUST001116,,Billing Error,7.0
CMP000879,CUST001853,RM0090,,7.0
CMP000880,CUST001061,RM0001,Credit Card Issue,4.0
CMP000881,CUST000244,,Technical Issue,2.0
CMP000882,CUST000883,RM0037,Service Issue,6.0
CMP000883,CUST000396,,Technical Issue,6.0
CMP000884,CUST001096,RM0102,Product Issue,11.0
CMP000885,CUST002380,RM0216,Service Issue,5.0
CMP000886,CUST001054,RM0036,Account Access,7.0
CMP000887,CUST001351,RM0226,Delay,2.0
CMP000888,CUST000744,RM0156,Delay,13.0
CMP000889,CUST000679,,Account Access,3.0
CMP000890,CUST000971,RM0181,Insurance Claim,7.0
CMP000891,CUST000715,RM0053,Billing Error,14.0
CMP000892,CUST001986,RM0162,Service Issue,10.0
CMP000893,CUST002368,RM0175,Delay,7.0
CMP000894,CUST000279,RM0013,,-5.0
CMP000895,,RM0068,Delay,8.0
CMP000896,CUST000316,RM0013,Insurance Claim,14.0
CMP000897,CUST002500,RM0250,Delay,10.0
CMP000898,,RM0066,Credit Card Issue,6.0
CMP000899,,,Billing Error,7.0
CMP000900,CUST000303,RM0183,Billing Error,2.0
CMP000901,CUST000413,RM0051,Staff Behavior,5.0
CMP000902,CUST002484,RM0205,Billing Error,3.0
CMP000903,,RM0135,Billing Error,4.0
CMP000904,CUST000827,RM0024,Product Issue,7.0
CMP000905,CUST000155,RM0200,Delay,2.0
CMP000906,,RM0030,Loan Disbursement,2.0
CMP000907,CUST001112,RM0158,Technical Issue,4.0
CMP000908,CUST001956,,Insurance Claim,3.0
CMP000909,CUST002043,,Credit Card Issue,4.0
CMP000910,CUST002234,RM0177,Credit Card Issue,15.0
CMP000911,CUST001581,RM0104,Delay,8.0
CMP000912,CUST001827,RM0061,Billing Error,3.0
CMP000913,CUST002207,RM0060,Billing Error,2.0
CMP000914,CUST001900,RM0163,Service Issue,6.0
CMP000915,CUST000014,RM0071,Credit Card Issue,7.0
CMP000916,CUST001626,RM0067,Credit Card Issue,5.0
CMP000917,CUST001767,RM0110,Insurance Claim,3.0
CMP000918,CUST000305,RM0247,Staff Behavior,2.0
CMP000919,CUST001351,RM0113,Staff Behavior,3.0
CMP000920,CUST002258,RM0016,Loan Disbursement,5.0
CMP000921,CUST001088,RM0239,Technical Issue,9.0
CMP000922,CUST000265,RM0061,Technical Issue,11.0
CMP000923,CUST000325,RM0026,Account Access,4.0
CMP000924,CUST001154,RM0225,Account Access,9.0
CMP000925,CUST002293,RM0239,Staff Behavior,27.0
CMP000926,CUST000513,RM0140,Insurance Claim,8.0
CMP000927,CUST000548,RM0070,Product Issue,8.0
CMP000928,CUST001313,RM0086,Service Issue,14.0
CMP000929,CUST000146,RM0199,Technical Issue,4.0
CMP000930,CUST002103,RM0107,Service Issue,2.0
CMP000931,CUST001481,RM0187,Staff Behavior,23.0
CMP000932,,RM0171,Technical Issue,5.0
CMP000933,CUST001113,,Technical Issue,9.0
CMP000934,CUST000087,RM0232,Technical Issue,10.0
CMP000935,CUST001683,RM0193,Loan Disbursement,4.0
CMP000936,CUST000237,RM0117,Insurance Claim,5.0
CMP000937,CUST002374,RM0061,Staff Behavior,5.0
CMP000938,CUST001433,RM0236,Credit Card Issue,3.0
CMP000939,CUST000501,RM0032,Staff Behavior,2.0
CMP000940,CUST001351,RM0198,Insurance Claim,5.0
CMP000941,CUST000213,RM0107,Account Access,2.0
CMP000942,,RM0007,Technical Issue,4.0
CMP000943,CUST001646,RM0215,Technical Issue,3.0
CMP000944,CUST000854,RM0109,Loan Disbursement,8.0
CMP000945,CUST001005,RM0012,Delay,12.0
CMP000946,CUST002406,RM0223,Insurance Claim,6.0
CMP000947,CUST001550,RM0124,,4.0
CMP000948,CUST000178,RM0009,Insurance Claim,30.0
CMP000949,CUST001720,RM0238,Technical Issue,2.0
CMP000950,,RM0228,Credit Card Issue,3.0
CMP000951,CUST002494,RM0163,Staff Behavior,3.0
CMP000952,CUST000032,RM0241,Loan Disbursement,4.0
CMP000953,CUST000913,RM0106,Account Access,3.0
CMP000954,,RM0006,Product Issue,3.0
CMP000955,CUST001311,RM0221,Account Access,3.0
CMP000956,CUST001801,RM0022,Service Issue,5.0
CMP000957,CUST001689,RM0232,Technical Issue,4.0
CMP000958,CUST002140,RM0076,Product Issue,7.0
CMP000959,CUST000203,RM0233,Billing Error,5.0
CMP000960,CUST000052,RM0182,Account Access,3.0
CMP000961,CUST002017,RM0158,Credit Card Issue,10.0
CMP000962,CUST000317,,Billing Error,5.0
CMP000963,CUST000677,RM0154,Account Access,2.0
CMP000964,CUST001220,,Billing Error,2.0
CMP000965,CUST001099,,Insurance Claim,9.0
CMP000966,CUST001015,RM0224,Service Issue,8.0
CMP000967,CUST001946,RM0133,Product Issue,5.0
CMP000968,CUST002109,RM0128,Credit Card Issue,3.0
CMP000969,CUST000243,RM0159,Delay,5.0
CMP000970,CUST002497,RM0150,Credit Card Issue,7.0
CMP000971,CUST000340,RM0009,Credit Card Issue,12.0
CMP000972,CUST002225,RM0089,Account Access,6.0
CMP000973,CUST001381,RM0204,Technical Issue,-5.0
CMP000974,CUST001520,RM0102,Loan Disbursement,3.0
CMP000975,CUST002000,RM0075,Account Access,2.0
CMP000976,CUST000707,RM0204,Service Issue,2.0
CMP000977,CUST001987,RM0147,Loan Disbursement,7.0
CMP000978,CUST002207,RM0120,Technical Issue,2.0
CMP000979,CUST000009,RM0191,Billing Error,5.0
CMP000980,CUST000247,RM0131,Staff Behavior,8.0
CMP000981,CUST002095,RM0077,Insurance Claim,3.0
CMP000982,CUST000419,RM0087,Billing Error,7.0
CMP000983,CUST001871,RM0007,Technical Issue,6.0
CMP000984,CUST000314,RM0064,Billing Error,4.0
CMP000985,CUST000171,RM0179,Billing Error,
CMP000986,CUST000868,RM0072,Delay,13.0
CMP000987,CUST000017,RM0067,Staff Behavior,7.0
CMP000988,CUST000008,RM0146,Staff Behavior,4.0
CMP000989,CUST001112,RM0115,Insurance Claim,10.0
CMP000990,CUST000614,RM0002,Delay,8.0
CMP000991,CUST000824,,Account Access,0.0
CMP000992,CUST000582,RM0075,Credit Card Issue,9.0
CMP000993,CUST002444,RM0188,Credit Card Issue,7.0
CMP000994,CUST001897,RM0193,,4.0
CMP000995,CUST000299,RM0095,Account Access,4.0
CMP000996,CUST001510,RM0173,Loan Disbursement,7.0
CMP000997,CUST001379,RM0126,Delay,2.0
CMP000998,CUST001898,RM0032,Service Issue,999.0
CMP000999,CUST000514,RM0048,Delay,10.0
CMP001000,CUST000190,RM0234,Billing Error,4.0
CMP001001,CUST000839,RM0035,Credit Card Issue,-5.0
CMP001002,CUST000248,RM0190,Technical Issue,6.0
CMP001003,CUST001395,RM0132,Insurance Claim,5.0
CMP001004,CUST000535,RM0040,Loan Disbursement,5.0
CMP001005,CUST000414,RM0105,Delay,8.0
CMP001006,CUST001447,RM0129,Delay,6.0
CMP001007,CUST001767,RM0090,Account Access,3.0
CMP001008,CUST000391,RM0137,Staff Behavior,2.0
CMP001009,CUST000851,,Billing Error,11.0
CMP001010,CUST000901,RM0242,Product Issue,12.0
CMP001011,CUST002014,RM0157,Delay,2.0
CMP001012,CUST001527,RM0052,Loan Disbursement,3.0
CMP001013,CUST000021,RM0033,Credit Card Issue,3.0
CMP001014,CUST000310,,Technical Issue,15.0
CMP001015,,RM0112,Product Issue,3.0
CMP001016,CUST000675,RM0203,Delay,2.0
CMP001017,CUST000661,RM0089,Delay,3.0
CMP001018,CUST000520,RM0166,Insurance Claim,8.0
CMP001019,CUST001525,RM0164,,12.0
CMP001020,CUST000531,,Account Access,4.0
CMP001021,CUST001106,RM0216,Account Access,2.0
CMP001022,CUST001536,RM0061,Credit Card Issue,6.0
CMP001023,CUST000414,RM0129,Insurance Claim,3.0
CMP001024,CUST001943,,Loan Disbursement,2.0
CMP001025,CUST001156,RM0055,Account Access,12.0
CMP001026,CUST000375,RM0102,Technical Issue,12.0
CMP001027,CUST001519,RM0235,Product Issue,0.0
CMP001028,CUST001896,RM0125,Delay,20.0
CMP001029,CUST000901,RM0045,Service Issue,5.0
CMP001030,CUST001769,RM0003,Credit Card Issue,3.0
CMP001031,CUST001045,,Delay,9.0
CMP001032,CUST000368,RM0009,Staff Behavior,2.0
CMP001033,CUST001035,,Credit Card Issue,3.0
CMP001034,CUST000382,,Account Access,3.0
CMP001035,CUST001174,RM0250,Service Issue,17.0
CMP001036,CUST001896,RM0230,Technical Issue,8.0
CMP001037,CUST000889,RM0100,Product Issue,2.0
CMP001038,CUST000976,RM0170,Insurance Claim,2.0
