Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time,Resolution_Status
CMP000439,CUST000414,RM0200,Delay,9.0,Normal
CMP000440,CUST002034,RM0012,Product Issue,3.0,Quick
CMP000441,CUST000868,RM0220,Service Issue,7.0,Quick
CMP000442,CUST001513,RM0207,Staff Behavior,2.0,Quick
CMP000443,CUST002363,RM0218,Delay,10.0,Normal
CMP000444,CUST000062,RM0015,Billing Error,24.0,Normal
CMP000445,CUST001164,RM0223,Loan Disbursement,4.0,Quick
CMP000446,CUST001893,RM0002,Insurance Claim,5.0,Quick
CMP000447,CUST001543,RM0119,Credit Card Issue,4.0,Quick
CMP000448,CUST001754,RM0115,Credit Card Issue,13.0,Normal
CMP000449,CUST001106,RM0167,Account Access,2.0,Quick
CMP000450,CUST001051,RM0217,Product Issue,7.0,Quick
CMP000451,CUST001679,RM0234,Technical Issue,7.0,Quick
CMP000452,CUST000633,RM0151,Loan Disbursement,4.0,Quick
CMP000453,CUST000443,RM0115,Staff Behavior,3.0,Quick
CMP000454,CUST001759,RM0145,Technical Issue,3.0,Quick
CMP000455,CUST000774,RM0008,Insurance Claim,10.0,Normal
CMP000456,CUST000400,RM0188,Product Issue,2.0,Quick
CMP000457,CUST000489,RM0224,Technical Issue,6.0,Quick
CMP000458,CUST001162,RM0115,Staff Behavior,3.0,Quick
CMP000459,CUST002051,RM0151,Service Issue,3.0,Quick
CMP000460,CUST001515,RM0135,Technical Issue,5.0,Quick
CMP000461,CUST001575,RM0188,Product Issue,13.0,Normal
CMP000462,CUST000219,RM0191,Loan Disbursement,6.0,Quick
CMP000463,CUST000407,RM0154,Loan Disbursement,9.0,Normal
CMP000464,CUST001600,RM0234,Account Access,6.0,Quick
CMP000465,CUST000305,RM0208,Billing Error,7.0,Quick
CMP000466,CUST001320,RM0178,Product Issue,4.0,Quick
CMP000467,CUST001197,RM0043,Delay,15.0,Normal
CMP000468,CUST001852,RM0116,Staff Behavior,5.0,Quick
CMP000469,CUST002453,RM0104,Technical Issue,6.0,Quick
CMP000470,CUST001501,RM0036,Service Issue,5.0,Quick
CMP000471,CUST000795,RM0003,Staff Behavior,3.0,Quick
CMP000472,CUST001099,RM0060,Billing Error,3.0,Quick
CMP000473,CUST001156,RM0158,Staff Behavior,2.0,Quick
CMP000474,CUST000912,RM0058,Billing Error,8.0,Normal
CMP000475,CUST002370,RM0228,Product Issue,3.0,Quick
CMP000476,CUST000971,RM0229,Insurance Claim,4.0,Quick
CMP000477,CUST000106,RM0045,Credit Card Issue,14.0,Normal
CMP000478,CUST001549,RM0201,Service Issue,6.0,Quick
CMP000479,CUST000104,RM0185,Product Issue,2.0,Quick
CMP000480,CUST002493,RM0182,Loan Disbursement,10.0,Normal
CMP000481,CUST000116,RM0049,Product Issue,3.0,Quick
CMP000482,CUST001182,RM0231,Product Issue,6.0,Quick
CMP000483,CUST002274,RM0174,Service Issue,5.0,Quick
CMP000484,CUST002170,RM0031,Service Issue,3.0,Quick
CMP000485,CUST000068,RM0164,Insurance Claim,0.0,Quick
CMP000486,CUST000489,RM0039,Insurance Claim,2.0,Quick
CMP000487,CUST001593,RM0017,Staff Behavior,3.0,Quick
CMP000488,CUST000987,RM0183,Credit Card Issue,2.0,Quick
CMP000489,CUST000024,RM0173,Technical Issue,3.0,Quick
CMP000490,CUST000087,RM0178,Loan Disbursement,31.0,Delayed
CMP000491,CUST001180,RM0145,Technical Issue,4.0,Quick
CMP000492,CUST002216,RM0245,Credit Card Issue,11.0,Normal
CMP000493,CUST000746,RM0128,Service Issue,5.0,Quick
CMP000494,CUST002362,RM0199,Billing Error,0.0,Quick
CMP000495,CUST000758,RM0084,Technical Issue,7.0,Quick
CMP000496,CUST001985,RM0242,Service Issue,2.0,Quick
CMP000497,CUST000960,RM0002,Billing Error,3.0,Quick
CMP000498,CUST000126,RM0184,Account Access,5.0,Quick
CMP000499,CUST001311,RM0032,Product Issue,12.0,Normal
CMP000500,CUST002493,RM0128,Account Access,2.0,Quick
CMP000501,CUST000281,RM0235,Technical Issue,5.0,Quick
CMP000502,CUST001065,RM0025,Technical Issue,2.0,Quick
CMP000503,CUST000360,RM0151,Account Access,5.0,Quick
CMP000504,CUST001233,RM0204,Delay,6.0,Quick
CMP000505,CUST002438,RM0175,Service Issue,8.0,Normal
CMP000506,CUST002176,RM0208,Delay,2.0,Quick
CMP000507,CUST002260,RM0115,Account Access,2.0,Quick
CMP000508,CUST001071,RM0002,Billing Error,5.0,Quick
CMP000509,CUST000228,RM0022,Billing Error,33.0,Delayed
CMP000510,CUST000505,RM0033,Insurance Claim,4.0,Quick
CMP000511,CUST000621,RM0215,Loan Disbursement,4.0,Quick
CMP000512,CUST001603,RM0059,Delay,4.0,Quick
CMP000513,CUST000588,RM0178,Product Issue,2.0,Quick
CMP000514,CUST000343,RM0128,Billing Error,9.0,Normal
CMP000515,CUST000398,RM0048,Credit Card Issue,0.0,Quick
CMP000516,CUST000120,RM0192,Delay,3.0,Quick
CMP000517,CUST000974,RM0195,Billing Error,8.0,Normal
CMP000518,CUST000781,RM0122,Product Issue,5.0,Quick
CMP000519,CUST001284,RM0044,Product Issue,6.0,Quick
CMP000520,CUST000521,RM0012,Delay,2.0,Quick
CMP000521,CUST002086,RM0215,Insurance Claim,13.0,Normal
CMP000522,CUST002052,RM0064,Technical Issue,3.0,Quick
CMP000523,CUST002187,RM0088,Technical Issue,7.0,Quick
CMP000524,CUST001238,RM0232,Technical Issue,9.0,Normal
CMP000525,CUST002384,RM0211,Loan Disbursement,5.0,Quick
CMP000526,CUST000832,RM0081,Loan Disbursement,4.0,Quick
CMP000527,CUST000713,RM0113,Loan Disbursement,21.0,Normal
CMP000528,CUST002379,RM0106,Delay,3.0,Quick
CMP000529,CUST002056,RM0176,Service Issue,16.0,Normal
CMP000530,CUST000783,RM0234,Service Issue,2.0,Quick
CMP000531,CUST000146,RM0026,Insurance Claim,4.0,Quick
CMP000532,CUST002101,RM0112,Insurance Claim,2.0,Quick
CMP000533,CUST001003,RM0078,Credit Card Issue,2.0,Quick
CMP000534,CUST001194,RM0076,Billing Error,3.0,Quick
CMP000535,CUST000539,RM0085,Product Issue,2.0,Quick
CMP000536,CUST001774,RM0070,Product Issue,23.0,Normal
CMP000537,CUST000015,RM0090,Billing Error,9.0,Normal
CMP000538,CUST000934,RM0028,Billing Error,2.0,Quick
CMP000539,CUST000295,RM0010,Service Issue,3.0,Quick
CMP000540,CUST000606,RM0139,Product Issue,7.0,Quick
CMP000541,CUST001635,RM0007,Insurance Claim,4.0,Quick
CMP000542,CUST000428,RM0201,Product Issue,10.0,Normal
CMP000543,CUST001724,RM0055,Delay,5.0,Quick
CMP000544,CUST001884,RM0220,Staff Behavior,7.0,Quick
CMP000545,CUST001265,RM0071,Insurance Claim,6.0,Quick
CMP000546,CUST000196,RM0033,Account Access,7.0,Quick
CMP000547,CUST001645,RM0232,Delay,3.0,Quick
CMP000548,CUST001225,RM0068,Billing Error,4.0,Quick
CMP000549,CUST000511,RM0246,Product Issue,2.0,Quick
CMP000550,CUST000131,RM0112,Product Issue,6.0,Quick
CMP000551,CUST000012,RM0217,Account Access,5.0,Quick
CMP000552,CUST002377,RM0214,Staff Behavior,9.0,Normal
CMP000553,CUST000805,RM0239,Loan Disbursement,3.0,Quick
CMP000554,CUST001471,RM0019,Product Issue,4.0,Quick
CMP000555,CUST000337,RM0217,Loan Disbursement,2.0,Quick
CMP000556,CUST000835,RM0158,Account Access,6.0,Quick
CMP000557,CUST000517,RM0112,Service Issue,11.0,Normal
CMP000558,CUST001717,RM0135,Credit Card Issue,9.0,Normal
CMP000559,CUST000560,RM0108,Product Issue,16.0,Normal
CMP000560,CUST000203,RM0169,Product Issue,19.0,Normal
CMP000561,CUST000667,RM0140,Credit Card Issue,9.0,Normal
CMP000562,CUST001584,RM0136,Account Access,3.0,Quick
CMP000563,CUST001211,RM0090,Service Issue,3.0,Quick
CMP000564,CUST002327,RM0239,Insurance Claim,4.0,Quick
CMP000565,CUST000024,RM0097,Billing Error,27.0,Normal
CMP000566,CUST000270,RM0185,Credit Card Issue,4.0,Quick
CMP000567,CUST002323,RM0176,Billing Error,3.0,Quick
CMP000568,CUST000743,RM0109,Staff Behavior,16.0,Normal
CMP000569,CUST000252,RM0198,Credit Card Issue,4.0,Quick
CMP000570,CUST000904,RM0133,Account Access,7.0,Quick
CMP000571,CUST001985,RM0147,Service Issue,9.0,Normal
CMP000572,CUST000118,RM0041,Service Issue,11.0,Normal
CMP000573,CUST002051,RM0025,Billing Error,10.0,Normal
CMP000574,CUST000773,RM0175,Service Issue,11.0,Normal
CMP000575,CUST002162,RM0018,Technical Issue,7.0,Quick
CMP000576,CUST002418,RM0114,Insurance Claim,4.0,Quick
CMP000577,CUST000205,RM0172,Loan Disbursement,7.0,Quick
CMP000578,CUST001107,RM0206,Delay,11.0,Normal
CMP000579,CUST001548,RM0013,Delay,4.0,Quick
CMP000580,CUST000173,RM0213,Product Issue,3.0,Quick
CMP000581,CUST000101,RM0066,Product Issue,4.0,Quick
CMP000582,CUST001138,RM0077,Service Issue,6.0,Quick
CMP000583,CUST002190,RM0092,Technical Issue,2.0,Quick
CMP000584,CUST000850,RM0250,Staff Behavior,9.0,Normal
CMP000585,CUST001104,RM0080,Billing Error,5.0,Quick
CMP000586,CUST002030,RM0092,Staff Behavior,2.0,Quick
CMP000587,CUST002391,RM0204,Loan Disbursement,2.0,Quick
CMP000588,CUST001676,RM0151,Staff Behavior,3.0,Quick
CMP000589,CUST002028,RM0186,Staff Behavior,6.0,Quick
CMP000590,CUST001718,RM0161,Insurance Claim,3.0,Quick
CMP000591,CUST001438,RM0205,Insurance Claim,4.0,Quick
CMP000592,CUST000879,RM0018,Loan Disbursement,15.0,Normal
CMP000593,CUST000762,RM0184,Staff Behavior,11.0,Normal
CMP000594,CUST001355,RM0148,Billing Error,11.0,Normal
CMP000595,CUST000995,RM0111,Insurance Claim,6.0,Quick
CMP000596,CUST001000,RM0131,Account Access,12.0,Normal
CMP000597,CUST002426,RM0044,Credit Card Issue,9.0,Normal
CMP000598,CUST001262,RM0088,Loan Disbursement,17.0,Normal
CMP000599,CUST000864,RM0178,Technical Issue,2.0,Quick
CMP000600,CUST001086,RM0086,Delay,2.0,Quick
CMP000601,CUST001977,RM0003,Service Issue,2.0,Quick
CMP000602,CUST000859,RM0012,Product Issue,15.0,Normal
CMP000603,CUST000542,RM0248,Account Access,6.0,Quick
CMP000604,CUST002382,RM0051,Account Access,4.0,Quick
CMP000605,CUST002222,RM0214,Insurance Claim,5.0,Quick
CMP000606,CUST002098,RM0087,Delay,10.0,Normal
CMP000607,CUST000234,RM0197,Delay,15.0,Normal
CMP000608,CUST001575,RM0045,Insurance Claim,0.0,Quick
CMP000609,CUST000750,RM0067,Credit Card Issue,8.0,Normal
CMP000610,CUST001453,RM0060,Account Access,9.0,Normal
CMP000611,CUST000726,RM0166,Insurance Claim,3.0,Quick
CMP000612,CUST002074,RM0197,Service Issue,5.0,Quick
CMP000613,CUST002431,RM0059,Staff Behavior,12.0,Normal
CMP000614,CUST000575,RM0194,Insurance Claim,9.0,Normal
CMP000615,CUST001088,RM0002,Credit Card Issue,7.0,Quick
CMP000616,CUST000317,RM0094,Service Issue,2.0,Quick
CMP000617,CUST001665,RM0014,Product Issue,2.0,Quick
CMP000618,CUST002154,RM0055,Staff Behavior,2.0,Quick
CMP000619,CUST001180,RM0135,Credit Card Issue,6.0,Quick
CMP000620,CUST002177,RM0157,Delay,5.0,Quick
CMP000621,CUST002057,RM0036,Insurance Claim,4.0,Quick
CMP000622,CUST001402,RM0059,Account Access,16.0,Normal
CMP000623,CUST000372,RM0127,Insurance Claim,7.0,Quick
CMP000624,CUST000097,RM0012,Insurance Claim,3.0,Quick
CMP000625,CUST001726,RM0092,Insurance Claim,2.0,Quick
CMP000626,CUST000154,RM0075,Technical Issue,11.0,Normal
CMP000627,CUST001201,RM0248,Product Issue,5.0,Quick
CMP000628,CUST000773,RM0233,Staff Behavior,7.0,Quick
CMP000629,CUST001331,RM0075,Technical Issue,6.0,Quick
CMP000630,CUST001683,RM0052,Loan Disbursement,2.0,Quick
CMP000631,CUST001504,RM0159,Credit Card Issue,2.0,Quick
CMP000632,CUST001443,RM0243,Service Issue,4.0,Quick
CMP000633,CUST001820,RM0085,Delay,4.0,Quick
CMP000634,CUST002443,RM0125,Account Access,7.0,Quick
CMP000635,CUST000059,RM0114,Technical Issue,7.0,Quick
CMP000636,CUST000198,RM0130,Loan Disbursement,19.0,Normal
CMP000637,CUST001656,RM0140,Account Access,11.0,Normal
CMP000638,CUST000463,RM0226,Loan Disbursement,5.0,Quick
CMP000639,CUST002369,RM0170,Delay,5.0,Quick
CMP000640,CUST002431,RM0243,Billing Error,7.0,Quick
CMP000641,CUST002331,RM0101,Staff Behavior,2.0,Quick
CMP000642,CUST000354,RM0189,Technical Issue,47.0,Delayed
CMP000643,CUST002147,RM0119,Loan Disbursement,5.0,Quick
CMP000644,CUST001027,RM0002,Credit Card Issue,14.0,Normal
CMP000645,CUST000183,RM0061,Technical Issue,5.0,Quick
CMP000646,CUST000545,RM0154,Staff Behavior,19.0,Normal
CMP000647,CUST002170,RM0013,Service Issue,6.0,Quick
CMP000648,CUST001848,RM0203,Account Access,2.0,Quick
CMP000649,CUST001603,RM0031,Credit Card Issue,6.0,Quick
CMP000650,CUST001886,RM0107,Loan Disbursement,6.0,Quick
CMP000651,CUST001341,RM0107,Product Issue,9.0,Normal
CMP000652,CUST001035,RM0051,Loan Disbursement,2.0,Quick
CMP000653,CUST000886,RM0143,Service Issue,5.0,Quick
CMP000654,CUST001690,RM0022,Technical Issue,14.0,Normal
CMP000655,CUST000545,RM0148,Delay,25.0,Normal
CMP000656,CUST002303,RM0080,Credit Card Issue,3.0,Quick
CMP000657,CUST001312,RM0055,Staff Behavior,12.0,Normal
CMP000658,CUST001016,RM0158,Staff Behavior,2.0,Quick
CMP000659,CUST001581,RM0185,Delay,11.0,Normal
CMP000660,CUST000166,RM0205,Loan Disbursement,3.0,Quick
CMP000661,CUST001229,RM0052,Product Issue,18.0,Normal
CMP000662,CUST002286,RM0074,Technical Issue,7.0,Quick
CMP000663,CUST001054,RM0102,Delay,4.0,Quick
CMP000664,CUST002172,RM0069,Account Access,3.0,Quick
CMP000665,CUST000127,RM0064,Credit Card Issue,3.0,Quick
CMP000666,CUST002236,RM0187,Credit Card Issue,7.0,Quick
CMP000667,CUST002030,RM0189,Delay,5.0,Quick
CMP000668,CUST000256,RM0062,Insurance Claim,13.0,Normal
CMP000669,CUST000156,RM0178,Product Issue,9.0,Normal
CMP000670,CUST002379,RM0118,Technical Issue,11.0,Normal
CMP000671,CUST000802,RM0221,Technical Issue,9.0,Normal
CMP000672,CUST001065,RM0211,Staff Behavior,21.0,Normal
CMP000673,CUST001209,RM0247,Account Access,9.0,Normal
CMP000674,CUST001654,RM0237,Product Issue,3.0,Quick
CMP000675,CUST002353,RM0045,Credit Card Issue,9.0,Normal
CMP000676,CUST002033,RM0155,Insurance Claim,3.0,Quick
CMP000677,CUST000582,RM0192,Insurance Claim,29.0,Normal
CMP000678,CUST000930,RM0035,Product Issue,4.0,Quick
CMP000679,CUST000099,RM0098,Insurance Claim,3.0,Quick
CMP000680,CUST000721,RM0056,Account Access,3.0,Quick
CMP000681,CUST001946,RM0131,Account Access,7.0,Quick
CMP000682,CUST001186,RM0117,Loan Disbursement,2.0,Quick
CMP000683,CUST000987,RM0206,Credit Card Issue,17.0,Normal
CMP000684,CUST000704,RM0213,Service Issue,3.0,Quick
CMP000685,CUST000875,RM0182,Loan Disbursement,3.0,Quick
CMP000686,CUST001268,RM0027,Insurance Claim,2.0,Quick
CMP000687,CUST002144,RM0232,Product Issue,3.0,Quick
CMP000688,CUST002139,RM0134,Credit Card Issue,4.0,Quick
CMP000689,CUST000183,RM0107,Billing Error,4.0,Quick
CMP000690,CUST002235,RM0047,Insurance Claim,3.0,Quick
CMP000691,CUST000221,RM0168,Account Access,5.0,Quick
CMP000692,CUST000833,RM0072,Product Issue,2.0,Quick
CMP000693,CUST000306,RM0089,Insurance Claim,3.0,Quick
CMP000694,CUST001708,RM0190,Technical Issue,9.0,Normal
CMP000695,CUST001384,RM0029,Insurance Claim,4.0,Quick
CMP000696,CUST000870,RM0029,Loan Disbursement,3.0,Quick
CMP000697,CUST002392,RM0002,Insurance Claim,3.0,Quick
CMP000698,CUST001298,RM0165,Insurance Claim,6.0,Quick
CMP000699,CUST001018,RM0205,Service Issue,3.0,Quick
CMP000700,CUST000349,RM0174,Account Access,6.0,Quick
CMP000701,CUST000975,RM0022,Insurance Claim,24.0,Normal
CMP000702,CUST001299,RM0034,Technical Issue,2.0,Quick
CMP000703,CUST001686,RM0059,Account Access,2.0,Quick
CMP000704,CUST000509,RM0233,Loan Disbursement,2.0,Quick
CMP000705,CUST000124,RM0124,Technical Issue,4.0,Quick
CMP000706,CUST001130,RM0072,Product Issue,2.0,Quick
CMP000707,CUST002067,RM0140,Product Issue,5.0,Quick
CMP000708,CUST000305,RM0094,Product Issue,15.0,Normal
CMP000709,CUST001105,RM0080,Staff Behavior,2.0,Quick
CMP000710,CUST002250,RM0043,Insurance Claim,4.0,Quick
CMP000711,CUST002089,RM0128,Loan Disbursement,9.0,Normal
CMP000712,CUST001824,RM0100,Insurance Claim,2.0,Quick
CMP000713,CUST001099,RM0239,Delay,2.0,Quick
CMP000714,CUST001767,RM0046,Technical Issue,6.0,Quick
CMP000715,CUST002496,RM0098,Insurance Claim,2.0,Quick
CMP000716,CUST001228,RM0057,Account Access,10.0,Normal
CMP000717,CUST000604,RM0064,Service Issue,2.0,Quick
CMP000718,CUST000807,RM0138,Service Issue,5.0,Quick
CMP000719,CUST001475,RM0013,Credit Card Issue,8.0,Normal
CMP000720,CUST002101,RM0037,Delay,3.0,Quick
CMP000721,CUST001655,RM0168,Staff Behavior,2.0,Quick
CMP000722,CUST001146,RM0193,Product Issue,2.0,Quick
CMP000723,CUST001036,RM0139,Loan Disbursement,11.0,Normal
CMP000724,CUST001484,RM0071,Account Access,8.0,Normal
CMP000725,CUST000324,RM0056,Service Issue,3.0,Quick
CMP000726,CUST000308,RM0049,Loan Disbursement,8.0,Normal
CMP000727,CUST002292,RM0167,Account Access,8.0,Normal
CMP000728,CUST000156,RM0171,Account Access,32.0,Delayed
CMP000729,CUST000948,RM0029,Delay,4.0,Quick
CMP000730,CUST000716,RM0199,Delay,12.0,Normal
CMP000731,CUST000411,RM0131,Account Access,4.0,Quick
CMP000732,CUST002056,RM0170,Delay,13.0,Normal
CMP000733,CUST000176,RM0168,Delay,2.0,Quick
CMP000734,CUST002286,RM0156,Account Access,2.0,Quick
CMP000735,CUST001601,RM0212,Loan Disbursement,11.0,Normal
CMP000736,CUST000402,RM0012,Product Issue,10.0,Normal
CMP000737,CUST000925,RM0127,Technical Issue,3.0,Quick
CMP000738,CUST000109,RM0028,Account Access,6.0,Quick
CMP000739,CUST001098,RM0071,Service Issue,4.0,Quick
CMP000740,CUST000065,RM0089,Insurance Claim,2.0,Quick
CMP000741,CUST001303,RM0077,Product Issue,2.0,Quick
CMP000742,CUST001623,RM0183,Billing Error,2.0,Quick
CMP000743,CUST000604,RM0166,Product Issue,6.0,Quick
CMP000744,CUST002444,RM0073,Account Access,3.0,Quick
CMP000745,CUST001814,RM0079,Billing Error,2.0,Quick
CMP000746,CUST002191,RM0145,Delay,16.0,Normal
CMP000747,CUST000996,RM0124,Delay,2.0,Quick
CMP000748,CUST000674,RM0197,Billing Error,7.0,Quick
CMP000749,CUST000857,RM0075,Delay,13.0,Normal
CMP000750,CUST000885,RM0243,Staff Behavior,2.0,Quick
CMP000751,CUST001829,RM0047,Service Issue,3.0,Quick
CMP000752,CUST000146,RM0173,Staff Behavior,6.0,Quick
CMP000753,CUST001770,RM0104,Staff Behavior,5.0,Quick
CMP000754,CUST000304,RM0148,Product Issue,5.0,Quick
CMP000755,CUST000148,RM0085,Credit Card Issue,6.0,Quick
CMP000756,CUST001978,RM0248,Billing Error,16.0,Normal
CMP000757,CUST001428,RM0129,Billing Error,2.0,Quick
CMP000758,CUST002080,RM0204,Service Issue,9.0,Normal
CMP000759,CUST001861,RM0005,Service Issue,3.0,Quick
CMP000760,CUST000421,RM0196,Staff Behavior,5.0,Quick
CMP000761,CUST001886,RM0149,Billing Error,4.0,Quick
CMP000762,CUST002497,RM0222,Service Issue,2.0,Quick
CMP000763,CUST002345,RM0174,Product Issue,4.0,Quick
CMP000764,CUST001770,RM0113,Insurance Claim,10.0,Normal
CMP000765,CUST000160,RM0147,Loan Disbursement,2.0,Quick
CMP000766,CUST000208,RM0016,Technical Issue,5.0,Quick
CMP000767,CUST002082,RM0159,Product Issue,3.0,Quick
CMP000768,CUST001603,RM0227,Technical Issue,4.0,Quick
CMP000769,CUST002045,RM0199,Service Issue,2.0,Quick
CMP000770,CUST001475,RM0220,Account Access,9.0,Normal
CMP000771,CUST001895,RM0103,Delay,9.0,Normal
CMP000772,CUST001361,RM0046,Insurance Claim,11.0,Normal
CMP000773,CUST002257,RM0053,Billing Error,6.0,Quick
CMP000774,CUST001117,RM0235,Billing Error,5.0,Quick
CMP000775,CUST001018,RM0008,Service Issue,3.0,Quick
CMP000776,CUST000786,RM0060,Staff Behavior,7.0,Quick
CMP000777,CUST000047,RM0002,Staff Behavior,4.0,Quick
CMP000778,CUST001501,RM0002,Loan Disbursement,19.0,Normal
CMP000779,CUST000555,RM0020,Billing Error,19.0,Normal
CMP000780,CUST001958,RM0052,Technical Issue,13.0,Normal
CMP000781,CUST002454,RM0057,Technical Issue,4.0,Quick
CMP000782,CUST001578,RM0133,Insurance Claim,4.0,Quick
CMP000783,CUST000719,RM0009,Billing Error,11.0,Normal
CMP000784,CUST001665,RM0064,Delay,8.0,Normal
CMP000785,CUST000939,RM0059,Technical Issue,8.0,Normal
CMP000786,CUST000495,RM0123,Product Issue,3.0,Quick
CMP000787,CUST000967,RM0227,Loan Disbursement,10.0,Normal
CMP000788,CUST000790,RM0038,Product Issue,6.0,Quick
CMP000789,CUST002126,RM0029,Account Access,4.0,Quick
CMP000790,CUST001689,RM0090,Billing Error,12.0,Normal
CMP000791,CUST000784,RM0001,Credit Card Issue,4.0,Quick
CMP000792,CUST001687,RM0141,Billing Error,5.0,Quick
CMP000793,CUST002121,RM0073,Service Issue,7.0,Quick
CMP000794,CUST000988,RM0245,Billing Error,5.0,Quick
CMP000795,CUST002012,RM0082,Account Access,6.0,Quick
CMP000796,CUST000611,RM0045,Staff Behavior,2.0,Quick
CMP000797,CUST000970,RM0050,Staff Behavior,5.0,Quick
CMP000798,CUST000329,RM0124,Insurance Claim,6.0,Quick
CMP000799,CUST000721,RM0147,Product Issue,5.0,Quick
CMP000800,CUST000461,RM0057,Technical Issue,11.0,Normal
CMP000801,CUST000012,RM0187,Account Access,3.0,Quick
CMP000802,CUST000962,RM0103,Service Issue,12.0,Normal
CMP000803,CUST002411,RM0081,Delay,4.0,Quick
CMP000804,CUST000985,RM0177,Credit Card Issue,7.0,Quick
CMP000805,CUST002482,RM0036,Credit Card Issue,2.0,Quick
CMP000806,CUST001743,RM0017,Loan Disbursement,3.0,Quick
CMP000807,CUST000028,RM0128,Delay,9.0,Normal
CMP000808,CUST001136,RM0002,Loan Disbursement,2.0,Quick
CMP000809,CUST002487,RM0096,Account Access,19.0,Normal
CMP000810,CUST000852,RM0151,Billing Error,3.0,Quick
CMP000811,CUST002444,RM0032,Credit Card Issue,13.0,Normal
CMP000812,CUST001886,RM0077,Billing Error,5.0,Quick
CMP000813,CUST000645,RM0110,Loan Disbursement,6.0,Quick
CMP000814,CUST000128,RM0163,Insurance Claim,2.0,Quick
CMP000815,CUST001502,RM0077,Delay,4.0,Quick
CMP000816,CUST000332,RM0120,Billing Error,2.0,Quick
CMP000817,CUST001036,RM0077,Delay,5.0,Quick
CMP000818,CUST002202,RM0163,Staff Behavior,6.0,Quick
CMP000819,CUST001689,RM0226,Billing Error,8.0,Normal
CMP000820,CUST001034,RM0181,Product Issue,12.0,Normal
CMP000821,CUST001961,RM0054,Product Issue,5.0,Quick
CMP000822,CUST002363,RM0172,Credit Card Issue,3.0,Quick
CMP000823,CUST000227,RM0168,Credit Card Issue,4.0,Quick
CMP000824,CUST002497,RM0167,Technical Issue,11.0,Normal
CMP000825,CUST000770,RM0248,Staff Behavior,2.0,Quick
CMP000826,CUST002133,RM0135,Staff Behavior,6.0,Quick
CMP000827,CUST000185,RM0193,Billing Error,2.0,Quick
CMP000828,CUST001903,RM0240,Product Issue,3.0,Quick
CMP000829,CUST002164,RM0127,Account Access,6.0,Quick
CMP000830,CUST002065,RM0011,Delay,5.0,Quick
CMP000831,CUST000882,RM0120,Service Issue,5.0,Quick
CMP000832,CUST002421,RM0191,Product Issue,7.0,Quick
CMP000833,CUST000562,RM0205,Staff Behavior,3.0,Quick
CMP000834,CUST000087,RM0207,Billing Error,3.0,Quick
CMP000835,CUST001676,RM0223,Billing Error,7.0,Quick
CMP000836,CUST001149,RM0089,Account Access,5.0,Quick
CMP000837,CUST001334,RM0099,Insurance Claim,0.0,Quick
CMP000838,CUST000766,RM0070,Account Access,2.0,Quick
CMP000839,CUST000272,RM0164,Loan Disbursement,7.0,Quick
CMP000840,CUST002156,RM0108,Product Issue,6.0,Quick
CMP000841,CUST001196,RM0105,Loan Disbursement,2.0,Quick
CMP000842,CUST001605,RM0136,Product Issue,8.0,Normal
CMP000843,CUST001795,RM0223,Service Issue,5.0,Quick
CMP000844,CUST000252,RM0112,Billing Error,3.0,Quick
CMP000845,CUST002326,RM0092,Staff Behavior,6.0,Quick
CMP000846,CUST000395,RM0120,Billing Error,6.0,Quick
CMP000847,CUST002035,RM0006,Staff Behavior,14.0,Normal
CMP000848,CUST001719,RM0071,Technical Issue,8.0,Normal
CMP000849,CUST001277,RM0011,Loan Disbursement,3.0,Quick
CMP000850,CUST001480,RM0096,Delay,2.0,Quick
CMP000851,CUST000847,RM0083,Delay,11.0,Normal
CMP000852,CUST000032,RM0201,Staff Behavior,11.0,Normal
CMP000853,CUST000988,RM0037,Loan Disbursement,2.0,Quick
CMP000854,CUST002452,RM0015,Loan Disbursement,2.0,Quick
CMP000855,CUST001721,RM0174,Delay,8.0,Normal
CMP000856,CUST001389,RM0073,Product Issue,8.0,Normal
CMP000857,CUST001885,RM0070,Delay,2.0,Quick
CMP000858,CUST000718,RM0176,Service Issue,7.0,Quick
CMP000859,CUST000341,RM0218,Insurance Claim,3.0,Quick
CMP000860,CUST000354,RM0004,Staff Behavior,3.0,Quick
CMP000861,CUST001941,RM0192,Billing Error,3.0,Quick
CMP000862,CUST000451,RM0120,Insurance Claim,5.0,Quick
CMP000863,CUST001171,RM0102,Insurance Claim,10.0,Normal
CMP000864,CUST001690,RM0207,Account Access,5.0,Quick
CMP000865,CUST001180,RM0049,Product Issue,3.0,Quick
CMP000866,CUST000707,RM0068,Insurance Claim,12.0,Normal
CMP000867,CUST001455,RM0089,Billing Error,2.0,Quick
CMP000868,CUST001727,RM0191,Credit Card Issue,9.0,Normal
CMP000869,CUST001419,RM0140,Technical Issue,9.0,Normal
CMP000870,CUST000416,RM0247,Delay,3.0,Quick
CMP000871,CUST000359,RM0032,Service Issue,3.0,Quick
CMP000872,CUST001522,RM0063,Product Issue,12.0,Normal
CMP000873,CUST001297,RM0226,Account Access,6.0,Quick
CMP000874,CUST001100,RM0246,Product Issue,2.0,Quick
CMP000875,CUST000330,RM0210,Credit Card Issue,13.0,Normal
CMP000876,CUST001344,RM0200,Loan Disbursement,4.0,Quick
CMP000877,CUST000736,RM0212,Product Issue,4.0,Quick
