Loan_ID,Customer_ID,RM_ID,Loan_Type,Loan_Amount,Loan_Status
LN0001682,CUST000631,RM0180,Business Loan,61384,Approved
LN0001683,CUST000927,RM0215,Gold Loan,94161,Closed
LN0001684,CUST001538,RM0094,Home Loan,51848,Active
LN0001685,CUST000841,RM0077,Plot Loan,247373,Closed
LN0001686,CUST001595,RM0223,Car Loan,126069,Closed
LN0001687,CUST001255,RM0248,Car Loan,773458,Pending
LN0001688,CUST000481,RM0194,Car Loan,93064,Closed
LN0001689,CUST000442,RM0159,Personal Loan,134877,Rejected
LN0001690,CUST000528,RM0072,Personal Loan,138583,Approved
LN0001691,CUST000981,RM0146,Business Loan,51697,Rejected
LN0001692,CUST000067,RM0007,Education Loan,415528,Pending
LN0001693,CUST001915,RM0138,Personal Loan,56503,Pending
LN0001694,CUST002483,RM0110,Education Loan,613282,Active
LN0001695,CUST002154,RM0038,Education Loan,495262,Rejected
LN0001696,CUST002379,RM0076,Car Loan,203368,Rejected
LN0001697,CUST000568,RM0145,Plot Loan,206875,Closed
LN0001698,CUST002161,RM0176,Education Loan,262134,Approved
LN0001699,CUST000057,RM0227,Business Loan,147894,Closed
LN0001700,CUST000193,RM0222,Education Loan,258383,Active
LN0001701,CUST000308,RM0153,Business Loan,59160,Pending
LN0001702,CUST001814,RM0184,Car Loan,61112,Active
LN0001703,CUST001417,RM0067,Business Loan,172214,Defaulted
LN0001704,CUST002188,RM0066,Gold Loan,209533,Rejected
LN0001705,CUST001585,RM0076,Gold Loan,487525,Closed
LN0001706,CUST001700,RM0082,Gold Loan,72110,Closed
LN0001707,CUST002176,RM0143,Gold Loan,132948,Rejected
LN0001708,CUST000988,RM0033,Education Loan,395923,Closed
LN0001709,CUST000329,RM0245,Personal Loan,97156,Pending
LN0001710,CUST000319,RM0043,Car Loan,150202,Closed
LN0001711,CUST002434,RM0248,Education Loan,126135,Closed
LN0001712,CUST000160,RM0222,Business Loan,152216,Active
LN0001713,CUST001805,RM0184,Car Loan,82620,Pending
LN0001714,CUST001665,RM0036,Gold Loan,190062,Pending
LN0001715,CUST000513,RM0088,Business Loan,373536,Pending
LN0001716,CUST002500,RM0156,Gold Loan,166512,Approved
LN0001717,CUST001776,RM0026,Business Loan,184909,Rejected
LN0001718,CUST000956,RM0172,Personal Loan,427787,Approved
LN0001719,CUST002482,RM0036,Gold Loan,294874,Pending
LN0001720,CUST001689,RM0023,Car Loan,184847,Active
LN0001721,CUST001279,RM0167,Business Loan,109599,Closed
LN0001722,CUST001498,RM0213,Plot Loan,482437,Defaulted
LN0001723,CUST000149,RM0112,Personal Loan,222086,Active
LN0001724,CUST001568,RM0111,Car Loan,99986,Defaulted
LN0001725,CUST001019,RM0227,Plot Loan,112701,Rejected
LN0001726,CUST002011,RM0221,Home Loan,375045,Defaulted
LN0001727,CUST000535,RM0173,Gold Loan,59029,Closed
LN0001728,CUST000813,RM0106,Education Loan,1017980,Active
LN0001729,CUST000830,RM0161,Home Loan,77933,Pending
LN0001730,CUST001036,RM0103,Car Loan,367994,Closed
LN0001731,CUST001723,RM0066,Plot Loan,150431,Defaulted
LN0001732,CUST001766,RM0235,Car Loan,185539,Pending
LN0001733,CUST001079,RM0106,Personal Loan,999999999,Approved
LN0001734,CUST002042,RM0154,Business Loan,475139,Closed
LN0001735,CUST000286,RM0226,Gold Loan,156515,Closed
LN0001736,CUST000204,RM0026,Home Loan,204219,Closed
LN0001737,CUST000549,RM0127,Car Loan,60111,Rejected
LN0001738,CUST002430,RM0089,Education Loan,50470,Rejected
LN0001739,CUST000221,RM0220,Gold Loan,106154,Pending
LN0001740,CUST001970,RM0223,Plot Loan,278251,Approved
LN0001741,CUST001680,RM0230,Home Loan,75854,Pending
LN0001742,CUST001195,RM0158,Education Loan,74153,Closed
LN0001743,CUST002060,RM0092,Plot Loan,155852,Closed
LN0001744,CUST002426,RM0088,Home Loan,258732,Approved
LN0001745,CUST000937,RM0090,Personal Loan,299008,Closed
LN0001746,CUST001087,RM0184,Home Loan,89312,Rejected
LN0001747,CUST000981,RM0157,Business Loan,66586,Rejected
LN0001748,CUST001336,RM0191,Home Loan,614009,Closed
LN0001749,CUST000413,RM0047,Gold Loan,110401,Defaulted
LN0001750,CUST002031,RM0130,Education Loan,433936,Active
LN0001751,CUST000116,RM0160,Car Loan,448273,Closed
LN0001752,CUST000891,RM0104,Plot Loan,346140,Closed
LN0001753,CUST001371,RM0001,Car Loan,86985,Active
LN0001754,CUST000990,RM0237,Gold Loan,394971,Closed
LN0001755,CUST001781,RM0050,Car Loan,343284,Defaulted
LN0001756,CUST002402,RM0058,Gold Loan,231626,Closed
LN0001757,CUST001638,RM0191,Car Loan,132257,Approved
LN0001758,CUST001285,RM0238,Gold Loan,110900,Active
LN0001759,CUST001358,RM0050,Business Loan,75996,Closed
LN0001760,CUST000874,RM0210,Business Loan,192570,Rejected
LN0001761,CUST001904,RM0162,Home Loan,226021,Defaulted
LN0001762,CUST001824,RM0109,Plot Loan,139050,Rejected
LN0001763,CUST001901,RM0233,Personal Loan,50000,Rejected
LN0001764,CUST001728,RM0158,Education Loan,179008,Pending
LN0001765,CUST000853,RM0143,Personal Loan,140358,Pending
LN0001766,CUST001577,RM0046,Car Loan,254889,Active
LN0001767,CUST001426,RM0067,Plot Loan,513051,Pending
LN0001768,CUST002469,RM0025,Business Loan,85806,Active
LN0001769,CUST002313,RM0070,Plot Loan,146062,Pending
LN0001770,CUST001077,RM0142,Gold Loan,80366,Pending
LN0001771,CUST000305,RM0116,Business Loan,246135,Rejected
LN0001772,CUST001313,RM0230,Home Loan,311031,Closed
LN0001773,CUST002177,RM0034,Car Loan,587393,Rejected
LN0001774,CUST001760,RM0020,Gold Loan,115387,Active
LN0001775,CUST001364,RM0003,Personal Loan,649993,Closed
LN0001776,CUST001524,RM0097,Gold Loan,63070,Pending
LN0001777,CUST001876,RM0186,Car Loan,234770,Active
LN0001778,CUST001775,RM0158,Plot Loan,430685,Pending
LN0001779,CUST000762,RM0180,Home Loan,61765,Defaulted
LN0001780,CUST001896,RM0214,Plot Loan,498437,Approved
LN0001781,CUST002011,RM0018,Personal Loan,200923,Approved
LN0001782,CUST001548,RM0223,Education Loan,271337,Pending
LN0001783,CUST000903,RM0223,Home Loan,406251,Rejected
LN0001784,CUST001923,RM0111,Car Loan,82576,Active
LN0001785,CUST001587,RM0141,Plot Loan,57871,Approved
LN0001786,CUST002095,RM0132,Gold Loan,472196,Approved
LN0001787,CUST002068,RM0200,Business Loan,125647,Approved
LN0001788,CUST000725,RM0065,Home Loan,77617,Active
LN0001789,CUST001804,RM0084,Car Loan,176395,Defaulted
LN0001790,CUST000797,RM0206,Gold Loan,232412,Active
LN0001791,CUST001565,RM0188,Car Loan,56292,Approved
LN0001792,CUST001204,RM0104,Plot Loan,114287,Active
LN0001793,CUST001841,RM0203,Personal Loan,56669,Closed
LN0001794,CUST001531,RM0105,Plot Loan,159061,Rejected
LN0001795,CUST000257,RM0132,Business Loan,500949,Active
LN0001796,CUST001803,RM0078,Home Loan,860860,Rejected
LN0001797,CUST000266,RM0155,Education Loan,252696,Active
LN0001798,CUST000298,RM0176,Home Loan,85260,Pending
LN0001799,CUST001745,RM0013,Plot Loan,522571,Active
LN0001800,CUST001748,RM0100,Personal Loan,195236,Defaulted
LN0001801,CUST000009,RM0222,Education Loan,83387,Rejected
LN0001802,CUST002271,RM0174,Gold Loan,60915,Pending
LN0001803,CUST000028,RM0097,Plot Loan,559509,Pending
LN0001804,CUST001424,RM0156,Business Loan,333325,Pending
LN0001805,CUST000412,RM0151,Personal Loan,313133,Defaulted
LN0001806,CUST002346,RM0236,Business Loan,869282,Closed
LN0001807,CUST001992,RM0122,Gold Loan,297010,Approved
LN0001808,CUST001477,RM0068,Personal Loan,94713,Approved
LN0001809,CUST000481,RM0166,Plot Loan,97399,Defaulted
LN0001810,CUST000421,RM0140,Personal Loan,283138,Closed
LN0001811,CUST000058,RM0056,Personal Loan,99621,Closed
LN0001812,CUST000903,RM0061,Business Loan,165489,Rejected
LN0001813,CUST002360,RM0084,Business Loan,354653,Closed
LN0001814,CUST000051,RM0067,Business Loan,356451,Defaulted
LN0001815,CUST000700,RM0075,Business Loan,170757,Defaulted
LN0001816,CUST002137,RM0047,Home Loan,364226,Closed
LN0001817,CUST001480,RM0244,Gold Loan,414800,Defaulted
LN0001818,CUST000557,RM0194,Education Loan,262712,Defaulted
LN0001819,CUST000261,RM0051,Home Loan,101864,Closed
LN0001820,CUST000391,RM0224,Car Loan,114044,Rejected
LN0001821,CUST001727,RM0125,Business Loan,125620,Active
LN0001822,CUST001364,RM0048,Home Loan,74841,Rejected
LN0001823,CUST000914,RM0223,Gold Loan,113809,Closed
LN0001824,CUST001994,RM0100,Gold Loan,97022,Pending
LN0001825,CUST000693,RM0139,Plot Loan,171514,Defaulted
LN0001826,CUST000539,RM0176,Education Loan,528146,Rejected
LN0001827,CUST001541,RM0014,Personal Loan,72070,Defaulted
LN0001828,CUST000152,RM0169,Business Loan,304784,Pending
LN0001829,CUST002385,RM0188,Business Loan,282491,Pending
LN0001830,CUST000434,RM0063,Personal Loan,70130,Defaulted
LN0001831,CUST001701,RM0081,Car Loan,561682,Closed
LN0001832,CUST002241,RM0158,Home Loan,218084,Approved
LN0001833,CUST002126,RM0196,Home Loan,140425,Defaulted
LN0001834,CUST000715,RM0053,Education Loan,332559,Approved
LN0001835,CUST002288,RM0074,Plot Loan,109510,Active
LN0001836,CUST000712,RM0203,Education Loan,286513,Approved
LN0001837,CUST000917,RM0019,Home Loan,58104,Closed
LN0001838,CUST001217,RM0012,Education Loan,415777,Pending
LN0001839,CUST001071,RM0143,Education Loan,168903,Rejected
LN0001840,CUST001896,RM0024,Home Loan,252501,Pending
LN0001841,CUST001806,RM0002,Personal Loan,100009,Approved
LN0001842,CUST000070,RM0181,Business Loan,276066,Active
LN0001843,CUST002184,RM0208,Plot Loan,345892,Pending
LN0001844,CUST001858,RM0102,Business Loan,178191,Active
LN0001845,CUST000077,RM0212,Plot Loan,242324,Closed
LN0001846,CUST000696,RM0140,Home Loan,171881,Approved
LN0001847,CUST002294,RM0024,Plot Loan,499035,Approved
LN0001848,CUST000968,RM0010,Personal Loan,187778,Rejected
LN0001849,CUST000199,RM0147,Personal Loan,418790,Defaulted
LN0001850,CUST000848,RM0029,Car Loan,373244,Active
LN0001851,CUST002361,RM0241,Car Loan,155697,Rejected
LN0001852,CUST000412,RM0169,Home Loan,102294,Approved
LN0001853,CUST000614,RM0001,Car Loan,154202,Rejected
LN0001854,CUST001383,RM0145,Business Loan,399990,Defaulted
LN0001855,CUST000822,RM0026,Gold Loan,101658,Closed
LN0001856,CUST001223,RM0037,Gold Loan,198650,Approved
LN0001857,CUST000497,RM0093,Gold Loan,50000,Defaulted
LN0001858,CUST001478,RM0173,Gold Loan,378079,Closed
LN0001859,CUST002057,RM0166,Home Loan,137229,Defaulted
LN0001860,CUST002140,RM0155,Education Loan,50000,Active
LN0001861,CUST001408,RM0191,Education Loan,255561,Defaulted
LN0001862,CUST001150,RM0227,Gold Loan,106374,Rejected
LN0001863,CUST000804,RM0173,Plot Loan,73144,Rejected
LN0001864,CUST000675,RM0171,Business Loan,366349,Active
LN0001865,CUST000932,RM0173,Car Loan,70843,Defaulted
LN0001866,CUST001922,RM0233,Personal Loan,113320,Defaulted
LN0001867,CUST001509,RM0246,Business Loan,436355,Pending
LN0001868,CUST001434,RM0051,Personal Loan,135073,Rejected
LN0001869,CUST001042,RM0162,Business Loan,772719,Closed
LN0001870,CUST000233,RM0030,Home Loan,829765,Closed
LN0001871,CUST001801,RM0126,Car Loan,112470,Defaulted
LN0001872,CUST000829,RM0021,Personal Loan,58368,Approved
LN0001873,CUST000648,RM0077,Home Loan,294198,Closed
LN0001874,CUST001840,RM0090,Home Loan,169926,Approved
LN0001875,CUST001664,RM0232,Business Loan,71239,Approved
LN0001876,CUST001450,RM0028,Education Loan,295873,Defaulted
LN0001877,CUST001965,RM0119,Home Loan,56334,Defaulted
LN0001878,CUST000319,RM0227,Business Loan,458346,Closed
LN0001879,CUST000064,RM0149,Personal Loan,79851,Rejected
LN0001880,CUST000439,RM0136,Personal Loan,77235,Approved
LN0001881,CUST002219,RM0087,Home Loan,88637,Approved
LN0001882,CUST002168,RM0067,Business Loan,695111,Active
LN0001883,CUST001388,RM0249,Personal Loan,286291,Closed
LN0001884,CUST000930,RM0135,Education Loan,373263,Pending
LN0001885,CUST000267,RM0166,Business Loan,151378,Active
LN0001886,CUST000144,RM0125,Gold Loan,131988,Pending
LN0001887,CUST000477,RM0064,Business Loan,103441,Closed
LN0001888,CUST001301,RM0096,Education Loan,181034,Approved
LN0001889,CUST001676,RM0184,Personal Loan,210515,Active
LN0001890,CUST000323,RM0011,Plot Loan,249812,Defaulted
LN0001891,CUST000957,RM0006,Personal Loan,109443,Approved
LN0001892,CUST001819,RM0178,Home Loan,643833,Rejected
LN0001893,CUST002389,RM0203,Gold Loan,999999999,Defaulted
LN0001894,CUST000881,RM0137,Car Loan,87207,Active
LN0001895,CUST001973,RM0207,Home Loan,724249,Defaulted
LN0001896,CUST000699,RM0020,Plot Loan,52993,Rejected
LN0001897,CUST000496,RM0247,Plot Loan,181218,Closed
LN0001898,CUST000401,RM0132,Personal Loan,131103,Rejected
LN0001899,CUST000490,RM0166,Personal Loan,169248,Defaulted
LN0001900,CUST001499,RM0189,Education Loan,219103,Active
LN0001901,CUST000194,RM0203,Business Loan,164394,Rejected
LN0001902,CUST001165,RM0207,Education Loan,157176,Closed
LN0001903,CUST001547,RM0040,Plot Loan,313894,Closed
LN0001904,CUST002311,RM0024,Plot Loan,281593,Rejected
LN0001905,CUST000029,RM0002,Business Loan,408277,Closed
LN0001906,CUST000459,RM0103,Gold Loan,107525,Approved
LN0001907,CUST001668,RM0025,Gold Loan,238080,Rejected
LN0001908,CUST001997,RM0200,Personal Loan,225989,Closed
LN0001909,CUST002064,RM0009,Home Loan,142323,Rejected
LN0001910,CUST002063,RM0234,Home Loan,183128,Pending
LN0001911,CUST000059,RM0106,Home Loan,125312,Pending
LN0001912,CUST001017,RM0107,Gold Loan,80593,Approved
LN0001913,CUST002465,RM0085,Home Loan,98109,Closed
LN0001914,CUST000753,RM0166,Car Loan,72301,Defaulted
LN0001915,CUST001728,RM0187,Home Loan,279814,Rejected
LN0001916,CUST002096,RM0221,Gold Loan,266190,Closed
LN0001917,CUST000213,RM0100,Car Loan,651586,Active
LN0001918,CUST001135,RM0020,Car Loan,311628,Active
LN0001919,CUST000650,RM0139,Business Loan,60689,Approved
LN0001920,CUST000762,RM0115,Home Loan,481256,Closed
LN0001921,CUST000533,RM0118,Plot Loan,447081,Rejected
LN0001922,CUST000272,RM0105,Car Loan,167153,Defaulted
LN0001923,CUST001692,RM0065,Gold Loan,226311,Closed
LN0001924,CUST001522,RM0022,Car Loan,796594,Pending
LN0001925,CUST002149,RM0036,Personal Loan,201987,Approved
LN0001926,CUST002102,RM0050,Personal Loan,521454,Approved
LN0001927,CUST001546,RM0214,Plot Loan,67338,Pending
LN0001928,CUST000255,RM0123,Business Loan,92404,Active
LN0001929,CUST000445,RM0247,Personal Loan,166233,Active
LN0001930,CUST002081,RM0186,Home Loan,225778,Pending
LN0001931,CUST002249,RM0132,Home Loan,388811,Active
LN0001932,CUST002432,RM0001,Personal Loan,938986,Closed
LN0001933,CUST000963,RM0078,Business Loan,148483,Defaulted
LN0001934,CUST000271,RM0104,Car Loan,59715,Closed
LN0001935,CUST002275,RM0003,Plot Loan,373062,Active
LN0001936,CUST000243,RM0087,Gold Loan,235460,Defaulted
LN0001937,CUST002344,RM0200,Education Loan,170034,Rejected
LN0001938,CUST001405,RM0021,Personal Loan,94264,Rejected
LN0001939,CUST002461,RM0152,Plot Loan,186571,Pending
LN0001940,CUST001850,RM0086,Home Loan,321199,Closed
LN0001941,CUST000740,RM0096,Plot Loan,344293,Approved
LN0001942,CUST001783,RM0097,Gold Loan,188476,Active
LN0001943,CUST001312,RM0010,Car Loan,122830,Closed
LN0001944,CUST002157,RM0086,Business Loan,777961,Pending
LN0001945,CUST000675,RM0191,Car Loan,267749,Defaulted
LN0001946,CUST000288,RM0022,Car Loan,154929,Pending
LN0001947,CUST002444,RM0238,Plot Loan,115829,Approved
LN0001948,CUST001023,RM0176,Plot Loan,312685,Closed
LN0001949,CUST000302,RM0095,Personal Loan,105462,Pending
LN0001950,CUST001556,RM0156,Personal Loan,87678,Rejected
LN0001951,CUST001112,RM0099,Education Loan,200933,Pending
LN0001952,CUST000485,RM0008,Home Loan,118494,Approved
LN0001953,CUST001138,RM0053,Plot Loan,248259,Pending
LN0001954,CUST000496,RM0100,Education Loan,75098,Approved
LN0001955,CUST001601,RM0003,Business Loan,262808,Defaulted
LN0001956,CUST000981,RM0010,Home Loan,116618,Defaulted
LN0001957,CUST001143,RM0014,Gold Loan,50048,Approved
LN0001958,CUST000250,RM0065,Car Loan,77149,Pending
LN0001959,CUST000371,RM0063,Home Loan,592457,Approved
LN0001960,CUST002290,RM0008,Business Loan,454015,Rejected
LN0001961,CUST002294,RM0096,Personal Loan,103212,Defaulted
LN0001962,CUST001728,RM0168,Gold Loan,351350,Defaulted
LN0001963,CUST001851,RM0239,Car Loan,237590,Pending
LN0001964,CUST000377,RM0123,Education Loan,757435,Pending
LN0001965,CUST002161,RM0104,Education Loan,143555,Approved
LN0001966,CUST000043,RM0037,Plot Loan,278801,Pending
LN0001967,CUST002499,RM0102,Education Loan,63128,Defaulted
LN0001968,CUST001217,RM0245,Gold Loan,150918,Active
LN0001969,CUST001905,RM0013,Gold Loan,713836,Approved
LN0001970,CUST001044,RM0042,Business Loan,204863,Active
LN0001971,CUST001579,RM0074,Education Loan,117901,Active
LN0001972,CUST002463,RM0056,Plot Loan,75628,Defaulted
LN0001973,CUST000504,RM0164,Plot Loan,293160,Pending
LN0001974,CUST000382,RM0045,Plot Loan,257046,Closed
LN0001975,CUST000927,RM0085,Personal Loan,143661,Defaulted
LN0001976,CUST001051,RM0115,Plot Loan,652947,Closed
LN0001977,CUST001491,RM0183,Business Loan,54490,Rejected
LN0001978,CUST001995,RM0172,Personal Loan,122401,Pending
LN0001979,CUST001483,RM0192,Personal Loan,557837,Approved
LN0001980,CUST001685,RM0045,Plot Loan,127407,Approved
LN0001981,CUST002090,RM0030,Personal Loan,108138,Rejected
LN0001982,CUST000738,RM0184,Business Loan,202808,Pending
LN0001983,CUST000010,RM0131,Business Loan,397229,Rejected
LN0001984,CUST001365,RM0063,Gold Loan,71772,Active
LN0001985,CUST001300,RM0087,Gold Loan,623013,Defaulted
LN0001986,CUST001292,RM0107,Business Loan,367020,Approved
LN0001987,CUST001765,RM0160,Education Loan,89995,Pending
LN0001988,CUST000977,RM0060,Personal Loan,298964,Approved
LN0001989,CUST001112,RM0195,Gold Loan,147213,Approved
LN0001990,CUST000676,RM0188,Home Loan,152931,Approved
LN0001991,CUST000062,RM0088,Personal Loan,355839,Rejected
LN0001992,CUST000857,RM0191,Car Loan,708207,Rejected
LN0001993,CUST001419,RM0186,Car Loan,77085,Defaulted
LN0001994,CUST001414,RM0114,Personal Loan,159162,Approved
LN0001995,CUST001185,RM0008,Business Loan,181147,Pending
LN0001996,CUST002174,RM0202,Education Loan,144420,Defaulted
LN0001997,CUST002088,RM0115,Business Loan,140256,Pending
LN0001998,CUST002411,RM0175,Gold Loan,60736,Pending
LN0001999,CUST001399,RM0041,Education Loan,281378,Rejected
LN0002000,CUST000642,RM0241,Business Loan,164616,Defaulted
LN0002001,CUST002375,RM0009,Gold Loan,93331,Active
LN0002002,CUST002398,RM0227,Gold Loan,388600,Defaulted
LN0002003,CUST001030,RM0127,Gold Loan,374464,Defaulted
LN0002004,CUST000017,RM0163,Gold Loan,183258,Rejected
LN0002005,CUST000884,RM0015,Personal Loan,120892,Rejected
LN0002006,CUST001618,RM0162,Gold Loan,253273,Pending
LN0002007,CUST001722,RM0017,Car Loan,117978,Defaulted
LN0002008,CUST000554,RM0182,Plot Loan,553929,Active
LN0002009,CUST000309,RM0021,Car Loan,103839,Approved
LN0002010,CUST000244,RM0127,Education Loan,312248,Defaulted
LN0002011,CUST000155,RM0007,Personal Loan,58232,Pending
LN0002012,CUST000536,RM0077,Education Loan,69912,Pending
LN0002013,CUST002290,RM0111,Education Loan,51362,Approved
LN0002014,CUST001048,RM0031,Home Loan,83197,Defaulted
LN0002015,CUST002184,RM0186,Car Loan,64297,Defaulted
LN0002016,CUST001756,RM0139,Business Loan,1144646,Approved
LN0002017,CUST000922,RM0119,Gold Loan,118163,Pending
LN0002018,CUST000341,RM0006,Business Loan,82331,Closed
LN0002019,CUST001979,RM0139,Plot Loan,105149,Active
LN0002020,CUST000877,RM0225,Personal Loan,600167,Active
LN0002021,CUST000133,RM0211,Car Loan,196860,Defaulted
LN0002022,CUST001779,RM0203,Personal Loan,140768,Active
LN0002023,CUST000578,RM0163,Business Loan,463331,Pending
LN0002024,CUST000718,RM0245,Plot Loan,150502,Active
LN0002025,CUST001058,RM0250,Business Loan,131596,Approved
LN0002026,CUST000324,RM0198,Personal Loan,96457,Defaulted
LN0002027,CUST001903,RM0033,Education Loan,144897,Active
LN0002028,CUST000389,RM0218,Education Loan,126159,Defaulted
LN0002029,CUST001368,RM0108,Home Loan,276208,Pending
LN0002030,CUST001618,RM0135,Plot Loan,118380,Defaulted
LN0002031,CUST000964,RM0156,Personal Loan,222171,Defaulted
LN0002032,CUST001405,RM0118,Business Loan,63632,Pending
LN0002033,CUST000906,RM0147,Home Loan,92462,Closed
LN0002034,CUST001021,RM0190,Home Loan,154648,Defaulted
LN0002035,CUST000254,RM0204,Plot Loan,602763,Approved
LN0002036,CUST000912,RM0015,Car Loan,144722,Pending
LN0002037,CUST000375,RM0247,Gold Loan,268172,Closed
LN0002038,CUST002069,RM0024,Plot Loan,108897,Active
LN0002039,CUST002243,RM0131,Education Loan,77171,Closed
LN0002040,CUST001570,RM0137,Personal Loan,62063,Closed
LN0002041,CUST002325,RM0064,Business Loan,122887,Approved
LN0002042,CUST001020,RM0038,Education Loan,84314,Closed
LN0002043,CUST002199,RM0075,Car Loan,88234,Rejected
LN0002044,CUST001601,RM0187,Gold Loan,336057,Defaulted
LN0002045,CUST000692,RM0151,Plot Loan,53192,Closed
LN0002046,CUST000843,RM0221,Gold Loan,213203,Approved
LN0002047,CUST001612,RM0058,Education Loan,145433,Rejected
LN0002048,CUST001916,RM0184,Plot Loan,191266,Approved
LN0002049,CUST000471,RM0046,Personal Loan,215486,Rejected
LN0002050,CUST002267,RM0067,Car Loan,125191,Rejected
LN0002051,CUST000349,RM0113,Home Loan,119942,Pending
LN0002052,CUST001883,RM0030,Education Loan,314402,Pending
LN0002053,CUST000963,RM0156,Plot Loan,460018,Defaulted
LN0002054,CUST001176,RM0206,Home Loan,92782,Defaulted
LN0002055,CUST001267,RM0109,Plot Loan,70543,Active
LN0002056,CUST002371,RM0009,Plot Loan,506156,Rejected
LN0002057,CUST000326,RM0213,Plot Loan,136124,Defaulted
LN0002058,CUST000034,RM0035,Education Loan,210287,Defaulted
LN0002059,CUST002056,RM0050,Home Loan,139114,Defaulted
LN0002060,CUST002335,RM0065,Gold Loan,50000,Approved
LN0002061,CUST000656,RM0163,Business Loan,76889,Pending
LN0002062,CUST001211,RM0062,Car Loan,227993,Pending
LN0002063,CUST002274,RM0034,Education Loan,198947,Closed
LN0002064,CUST000180,RM0142,Business Loan,50000,Approved
LN0002065,CUST000502,RM0001,Education Loan,203946,Rejected
LN0002066,CUST000657,RM0168,Personal Loan,95378,Closed
LN0002067,CUST002222,RM0196,Personal Loan,170248,Approved
LN0002068,CUST001604,RM0094,Home Loan,368858,Approved
LN0002069,CUST000011,RM0174,Gold Loan,228527,Rejected
LN0002070,CUST000634,RM0105,Car Loan,70388,Rejected
LN0002071,CUST000821,RM0198,Gold Loan,208824,Defaulted
LN0002072,CUST000363,RM0247,Personal Loan,292628,Approved
LN0002073,CUST001866,RM0039,Gold Loan,364720,Approved
LN0002074,CUST000400,RM0021,Business Loan,248374,Closed
LN0002075,CUST002430,RM0151,Gold Loan,83130,Rejected
LN0002076,CUST002498,RM0110,Gold Loan,297694,Pending
LN0002077,CUST002081,RM0188,Business Loan,276232,Active
LN0002078,CUST000496,RM0042,Business Loan,54946,Defaulted
LN0002079,CUST000176,RM0148,Plot Loan,156119,Pending
LN0002080,CUST002213,RM0227,Car Loan,130978,Rejected
LN0002081,CUST001457,RM0006,Personal Loan,271376,Rejected
LN0002082,CUST001319,RM0176,Car Loan,98703,Rejected
LN0002083,CUST001728,RM0180,Gold Loan,228745,Rejected
LN0002084,CUST002303,RM0200,Personal Loan,538843,Rejected
LN0002085,CUST001170,RM0174,Home Loan,369701,Active
LN0002086,CUST001837,RM0079,Car Loan,558823,Pending
LN0002087,CUST000653,RM0137,Home Loan,817995,Approved
LN0002088,CUST001801,RM0138,Plot Loan,52145,Active
LN0002089,CUST001711,RM0165,Business Loan,244964,Approved
LN0002090,CUST000552,RM0170,Plot Loan,156491,Defaulted
LN0002091,CUST000880,RM0212,Personal Loan,443014,Pending
LN0002092,CUST001841,RM0092,Car Loan,108020,Approved
LN0002093,CUST001746,RM0069,Gold Loan,842973,Approved
LN0002094,CUST000919,RM0225,Gold Loan,240232,Closed
LN0002095,CUST001822,RM0090,Business Loan,365527,Pending
LN0002096,CUST002009,RM0177,Gold Loan,67897,Closed
LN0002097,CUST001751,RM0086,Business Loan,90535,Active
LN0002098,CUST001806,RM0094,Personal Loan,334097,Approved
LN0002099,CUST000783,RM0239,Business Loan,54446,Pending
LN0002100,CUST000332,RM0221,Plot Loan,389520,Closed
LN0002101,CUST001082,RM0249,Car Loan,999999999,Pending
LN0002102,CUST001112,RM0155,Education Loan,52809,Approved
LN0002103,CUST000870,RM0107,Business Loan,264074,Pending
LN0002104,CUST001296,RM0015,Education Loan,140855,Closed
LN0002105,CUST001832,RM0189,Personal Loan,239089,Closed
LN0002106,CUST000082,RM0179,Gold Loan,288166,Approved
LN0002107,CUST001237,RM0160,Education Loan,133854,Defaulted
LN0002108,CUST000386,RM0107,Personal Loan,72849,Closed
LN0002109,CUST002131,RM0062,Gold Loan,64437,Rejected
LN0002110,CUST001343,RM0045,Home Loan,227801,Closed
LN0002111,CUST001308,RM0020,Plot Loan,197067,Defaulted
LN0002112,CUST001364,RM0201,Personal Loan,321115,Rejected
LN0002113,CUST000842,RM0066,Gold Loan,192562,Pending
LN0002114,CUST002481,RM0125,Personal Loan,159790,Pending
LN0002115,CUST002125,RM0248,Personal Loan,151528,Pending
LN0002116,CUST001653,RM0152,Plot Loan,55360,Closed
LN0002117,CUST000362,RM0164,Plot Loan,131761,Closed
LN0002118,CUST001562,RM0094,Car Loan,796108,Closed
LN0002119,CUST000581,RM0063,Personal Loan,463590,Defaulted
LN0002120,CUST001476,RM0230,Home Loan,129909,Approved
LN0002121,CUST001040,RM0168,Plot Loan,227247,Closed
LN0002122,CUST002075,RM0193,Gold Loan,425851,Defaulted
LN0002123,CUST001466,RM0131,Personal Loan,166419,Closed
LN0002124,CUST001798,RM0203,Car Loan,53624,Pending
LN0002125,CUST000855,RM0216,Gold Loan,65486,Pending
LN0002126,CUST000004,RM0074,Home Loan,999999999,Defaulted
LN0002127,CUST001510,RM0215,Plot Loan,192830,Rejected
LN0002128,CUST001896,RM0137,Plot Loan,747608,Rejected
LN0002129,CUST000828,RM0047,Personal Loan,286318,Approved
LN0002130,CUST000153,RM0219,Plot Loan,64711,Closed
LN0002131,CUST000322,RM0205,Personal Loan,91986,Closed
LN0002132,CUST000446,RM0037,Plot Loan,345089,Active
LN0002133,CUST000540,RM0239,Business Loan,418324,Defaulted
